Name,Meta1,Meta2,Meta3
BareSoil_X174_Y149,Pervious,Bare Soil,Bare Soil
BareSoil_X180_Y145,Pervious,Bare Soil,Bare Soil
BareSoil_X175_Y152,Pervious,Bare Soil,Bare Soil
BareSoil_X178_Y156,Pervious,Bare Soil,Bare Soil
BareSoil_X202_Y88,Pervious,Bare Soil,Bare Soil
Region#1_X146_Y197,Pervious,Region #1,Region #1
Region#1_X147_Y197,Pervious,Region #1,Region #1
