Name,Meta1,Meta2,Meta3
BareSoil_X221_Y145,Pervious,Bare Soil,Bare Soil
BareSoil_X217_Y140,Pervious,Bare Soil,Bare Soil
BareSoil_X221_Y135,Pervious,Bare Soil,Bare Soil
Region#1_X217_Y133,Pervious,Region #1,Region #1
Region#1_X218_Y133,Pervious,Region #1,Region #1
