377.195648,5.57,1
382.205658,5.58,1
387.215637,5.58,1
392.225647,5.58,1
397.225647,5.59,1
402.235657,5.59,1
407.245636,5.59,1
412.255646,5.6,1
417.265656,5.6,1
422.275635,5.6,1
427.285645,5.6,1
432.295654,5.61,1
437.295654,5.61,1
442.305664,5.61,1
447.315643,5.62,1
452.325653,5.62,1
457.335663,5.62,1
462.345642,5.62,1
467.355652,5.63,1
472.355652,5.63,1
477.365662,5.63,1
482.375641,5.64,1
487.385651,5.64,1
492.39566,5.64,1
497.40564,5.64,1
502.415649,5.65,1
507.425659,5.65,1
512.425659,5.65,1
517.435669,5.65,1
522.445679,5.66,1
527.455627,5.66,1
532.465637,5.66,1
537.475647,5.66,1
542.485657,5.66,1
547.485657,5.67,1
552.495667,5.67,1
557.505676,5.67,1
562.515625,5.67,1
567.525635,5.68,1
572.535645,5.68,1
577.545654,5.68,1
582.555664,5.68,1
587.555664,5.68,1
592.565674,5.69,1
597.575623,5.69,1
602.585632,5.69,1
607.595642,5.69,1
612.605652,5.69,1
617.615662,5.7,1
622.615662,5.7,1
627.625671,5.7,1
632.63562,5.7,1
637.64563,5.7,1
642.65564,5.7,1
647.665649,5.71,1
652.675659,5.71,1
657.685669,5.71,1
662.685669,5.71,1
667.695679,5.71,1
672.705627,5.71,1
677.715637,5.72,1
682.725647,5.72,1
687.735657,5.72,1
692.745667,5.72,1
697.745667,5.72,1
702.755676,5.72,1
707.765625,5.72,1
712.775635,5.73,1
717.785645,5.73,1
722.795654,5.73,1
727.805664,5.73,1
732.815674,5.73,1
737.815674,5.73,1
742.825623,5.73,1
747.835632,5.73,1
752.845642,5.74,1
757.855652,5.74,1
762.865662,5.74,1
767.875671,5.74,1
772.875671,5.74,1
777.88562,5.74,1
782.89563,5.74,1
787.90564,5.74,1
792.915649,5.74,1
797.925659,5.75,1
802.935669,5.75,1
807.945679,5.75,1
812.945679,5.75,1
817.955627,5.75,1
822.965637,5.75,1
827.975647,5.75,1
832.985657,5.75,1
837.995667,5.75,1
843.005676,5.75,1
848.005676,5.76,1
853.015625,5.76,1
858.025635,5.76,1
863.035645,5.76,1
868.045654,5.76,1
873.055664,5.76,1
878.065674,5.76,1
883.075623,5.76,1
888.075623,5.76,1
893.085632,5.76,1
898.095642,5.76,1
903.105652,5.76,1
908.115662,5.76,1
913.125671,5.77,1
918.13562,5.77,1
923.14563,5.77,1
928.14563,5.77,1
933.15564,5.77,1
938.165649,5.77,1
943.175659,5.77,1
948.185669,5.77,1
