Band,Wavelength,High,Mid 1,Mid 2,Low
1,377.195648,0.004262,0.015822,0.008552,0.025437
2,382.205658,-0.000029,0.000013,0.000028,0.000172
3,387.215637,-0.000273,0.000926,0.001181,0.00583
4,392.225647,0.003258,0.004626,0.004817,0.015821
5,397.225647,0.007033,0.008311,0.012284,0.021101
6,402.235657,0.007537,0.006331,0.009088,0.021044
7,407.245636,0.011974,0.012333,0.01461,0.026749
8,412.255646,0.019727,0.01905,0.021186,0.036758
9,417.265656,0.019436,0.018871,0.02163,0.036896
10,422.275635,0.021931,0.021697,0.024284,0.040229
11,427.285645,0.025688,0.024237,0.028936,0.044386
12,432.295654,0.028711,0.027544,0.030489,0.048464
13,437.295654,0.029075,0.027747,0.030996,0.050228
14,442.305664,0.03064,0.029997,0.033963,0.053072
15,447.315643,0.030489,0.030862,0.034482,0.053652
16,452.325653,0.03018,0.030898,0.033067,0.054108
17,457.335663,0.031791,0.030878,0.034499,0.054602
18,462.345642,0.031659,0.031223,0.034615,0.056219
19,467.355652,0.031819,0.029871,0.033672,0.054991
20,472.355652,0.031825,0.031236,0.034591,0.056585
21,477.365662,0.03421,0.032946,0.037359,0.059914
22,482.375641,0.035453,0.034917,0.037647,0.062793
23,487.385651,0.035679,0.035434,0.038596,0.063624
24,492.39566,0.035411,0.034522,0.038657,0.063361
25,497.40564,0.035775,0.034753,0.039151,0.065558
26,502.415649,0.037455,0.03702,0.040904,0.06749
27,507.425659,0.03764,0.037132,0.041471,0.067985
28,512.425659,0.039126,0.038122,0.042063,0.069674
29,517.435669,0.040179,0.038892,0.043667,0.071557
30,522.445679,0.03808,0.037432,0.041288,0.069927
31,527.455627,0.039526,0.038754,0.044074,0.072708
32,532.465637,0.041472,0.040209,0.045396,0.074975
33,537.475647,0.042573,0.042121,0.047347,0.078335
34,542.485657,0.043161,0.041907,0.047408,0.079299
35,547.485657,0.042185,0.041543,0.047002,0.080039
36,552.495667,0.043133,0.042515,0.047845,0.08168
37,557.505676,0.045079,0.043593,0.049672,0.083771
38,562.515625,0.044251,0.043585,0.049483,0.084046
39,567.525635,0.044046,0.0437,0.049704,0.08498
40,572.535645,0.045274,0.044699,0.050698,0.087499
41,577.545654,0.044793,0.044659,0.050423,0.08681
42,582.555664,0.04561,0.04498,0.050348,0.088557
43,587.555664,0.046417,0.045353,0.051276,0.091958
44,592.565674,0.046905,0.046097,0.05344,0.092816
45,597.575623,0.046205,0.045573,0.051664,0.090612
46,602.585632,0.046921,0.045595,0.051949,0.091537
47,607.595642,0.047956,0.046569,0.052908,0.092143
48,612.605652,0.048198,0.047093,0.052462,0.094571
49,617.615662,0.048601,0.047062,0.054026,0.095425
50,622.615662,0.048513,0.047805,0.053502,0.093692
51,627.625671,0.049241,0.047914,0.054719,0.095806
52,632.63562,0.048707,0.049072,0.054079,0.095776
53,637.64563,0.049782,0.048451,0.053987,0.094761
54,642.65564,0.049726,0.049108,0.054986,0.096655
55,647.665649,0.051433,0.050223,0.055881,0.098457
56,652.675659,0.051019,0.048987,0.054993,0.098144
57,657.685669,0.051281,0.050281,0.055065,0.097888
58,662.685669,0.051331,0.050178,0.055768,0.101154
59,667.695679,0.051365,0.049956,0.055637,0.099148
60,672.705627,0.052118,0.05048,0.056316,0.100545
61,677.715637,0.050485,0.048791,0.054099,0.099119
62,682.725647,0.051256,0.048989,0.054473,0.098462
63,687.735657,0.052571,0.051784,0.056415,0.100949
64,692.745667,0.055016,0.053443,0.059129,0.102455
65,697.745667,0.057689,0.055575,0.061799,0.105798
66,702.755676,0.060905,0.059375,0.065764,0.106909
67,707.765625,0.064683,0.06204,0.068212,0.110006
68,712.775635,0.067528,0.065712,0.07088,0.11008
69,717.785645,0.069821,0.068576,0.073212,0.110681
70,722.795654,0.075017,0.07156,0.076914,0.113053
71,727.805664,0.078023,0.076126,0.080925,0.113893
72,732.815674,0.079251,0.077819,0.083262,0.114051
73,737.815674,0.080554,0.078328,0.082836,0.114071
74,742.825623,0.082016,0.079931,0.085461,0.114841
75,747.835632,0.084248,0.081723,0.086644,0.117146
76,752.845642,0.084568,0.083352,0.088012,0.117996
77,757.855652,0.085084,0.084374,0.088928,0.119027
78,762.865662,0.087936,0.086825,0.091706,0.118958
79,767.875671,0.089758,0.087858,0.092006,0.122039
80,772.875671,0.090108,0.088273,0.092797,0.123033
81,777.88562,0.091354,0.090425,0.093949,0.126031
82,782.89563,0.092682,0.090453,0.095644,0.12519
83,787.90564,0.093771,0.091604,0.095831,0.127244
84,792.915649,0.093883,0.092419,0.096053,0.127514
85,797.925659,0.093281,0.092477,0.096793,0.128074
86,802.935669,0.093907,0.092009,0.097167,0.128755
87,807.945679,0.095898,0.093395,0.097127,0.128899
88,812.945679,0.096238,0.093825,0.099016,0.129725
89,817.955627,0.097647,0.095027,0.098598,0.131174
90,822.965637,0.09896,0.096463,0.099971,0.133823
91,827.975647,0.101449,0.099335,0.102606,0.133011
92,832.985657,0.101775,0.1002,0.105123,0.134643
93,837.995667,0.103807,0.10206,0.105404,0.13616
94,843.005676,0.105284,0.102479,0.107089,0.137309
95,848.005676,0.106558,0.105168,0.107938,0.13893
96,853.015625,0.106937,0.105618,0.108627,0.138159
97,858.025635,0.107207,0.106195,0.108871,0.138107
98,863.035645,0.108133,0.107328,0.110649,0.138513
99,868.045654,0.109488,0.108223,0.110024,0.140807
100,873.055664,0.110709,0.108817,0.111192,0.14171
101,878.065674,0.112036,0.109812,0.113113,0.140878
102,883.075623,0.111838,0.109604,0.113354,0.14148
103,888.075623,0.113472,0.111875,0.113496,0.142467
104,893.085632,0.115693,0.113078,0.114459,0.143358
105,898.095642,0.115038,0.113845,0.116969,0.143004
106,903.105652,0.116255,0.115318,0.117063,0.145199
107,908.115662,0.117632,0.115352,0.118377,0.145337
108,913.125671,0.119041,0.116452,0.118912,0.145631
109,918.13562,0.119853,0.117388,0.118682,0.146309
110,923.14563,0.120062,0.118398,0.120323,0.146155
111,928.14563,0.121517,0.119587,0.122251,0.147402
112,933.15564,0.124116,0.122546,0.126293,0.152625
113,938.165649,0.125293,0.123714,0.126715,0.153265
114,943.175659,0.125537,0.124979,0.125497,0.152701
115,948.185669,0.125976,0.12313,0.125744,0.153397
116,953.195679,0.125327,0.124876,0.123995,0.154394
117,958.205627,0.126156,0.123299,0.126927,0.154712
118,963.205627,0.1263,0.124436,0.125498,0.155148
119,968.215637,0.125213,0.124193,0.125901,0.155685
120,973.225647,0.126119,0.124908,0.125966,0.15613
121,978.235657,0.126511,0.125489,0.126227,0.156848
122,983.245667,0.128182,0.126686,0.12745,0.155655
123,988.255676,0.128013,0.126572,0.127091,0.155574
124,993.265625,0.128547,0.126723,0.127661,0.158156
125,998.275635,0.130981,0.127426,0.129577,0.158102
126,1003.275635,0.130317,0.128559,0.129782,0.157958
127,1008.285645,0.131566,0.128653,0.130229,0.158028
128,1013.295654,0.13227,0.130281,0.130862,0.159472
129,1018.305664,0.132147,0.132655,0.132519,0.16093
130,1023.315674,0.134053,0.132496,0.133786,0.16044
131,1028.325684,0.13482,0.134936,0.13393,0.162746
132,1033.335693,0.135479,0.134937,0.13517,0.16124
133,1038.335693,0.135784,0.135115,0.135266,0.160929
134,1043.345703,0.137552,0.136386,0.136066,0.162102
135,1048.355591,0.139094,0.137034,0.137345,0.162561
136,1053.365601,0.139995,0.137854,0.137691,0.161849
137,1058.37561,0.139742,0.138568,0.137933,0.163492
138,1063.38562,0.139464,0.139606,0.139726,0.163871
139,1068.39563,0.141997,0.140055,0.138787,0.165272
140,1073.40564,0.141444,0.139759,0.140876,0.164946
141,1078.40564,0.143033,0.141126,0.141723,0.165675
142,1083.415649,0.143445,0.142276,0.142314,0.167754
143,1088.425659,0.144791,0.143487,0.141333,0.16501
144,1093.435669,0.14557,0.143358,0.14328,0.16714
145,1098.445679,0.146658,0.144883,0.143636,0.169348
146,1103.455688,0.14614,0.144815,0.144129,0.169365
147,1108.465698,0.145674,0.14503,0.144549,0.170037
148,1113.465698,0.148656,0.14891,0.145615,0.17195
149,1118.475708,0.150034,0.149309,0.146568,0.171552
150,1123.485596,0.147943,0.148919,0.14781,0.171777
151,1128.495605,0.147676,0.14709,0.14713,0.171375
152,1133.505615,0.146518,0.147675,0.146217,0.17259
153,1138.515625,0.146173,0.14408,0.145873,0.172203
154,1143.525635,0.144475,0.143113,0.142967,0.169521
155,1148.535645,0.143141,0.14514,0.144657,0.171651
156,1153.535645,0.143237,0.142499,0.142877,0.173212
157,1158.545654,0.14199,0.141346,0.141028,0.17166
158,1163.555664,0.141672,0.140711,0.139444,0.171046
159,1168.565674,0.141571,0.139332,0.139262,0.17143
160,1173.575684,0.141823,0.138003,0.139164,0.172771
161,1178.585693,0.141358,0.138932,0.139938,0.172448
162,1183.595703,0.140904,0.140242,0.139316,0.172479
163,1188.595703,0.141272,0.139255,0.139724,0.172284
164,1193.605591,0.141243,0.139019,0.1395,0.173052
165,1198.615601,0.141328,0.139824,0.140285,0.17319
166,1203.62561,0.141571,0.139826,0.141149,0.173987
167,1208.63562,0.142281,0.141185,0.141037,0.1738
168,1213.64563,0.144042,0.142897,0.141653,0.174483
169,1218.65564,0.145172,0.142634,0.141704,0.17643
170,1223.665649,0.146245,0.144015,0.143809,0.176942
171,1228.665649,0.145757,0.14582,0.145194,0.179167
172,1233.675659,0.148704,0.145517,0.145562,0.178879
173,1238.685669,0.148467,0.147418,0.146607,0.179044
174,1243.695679,0.150044,0.148826,0.146967,0.180537
175,1248.705688,0.150685,0.148603,0.149158,0.181727
176,1253.715698,0.151414,0.149802,0.149606,0.184076
177,1258.725708,0.152272,0.150112,0.150758,0.182828
178,1263.725708,0.151506,0.150695,0.149333,0.181059
179,1268.735596,0.154665,0.152867,0.151427,0.182321
180,1273.745605,0.155736,0.153368,0.152987,0.184146
181,1278.755615,0.1554,0.155103,0.154164,0.186424
182,1283.765625,0.157656,0.155797,0.154729,0.18538
183,1288.775635,0.158206,0.155971,0.15561,0.188504
184,1293.785645,0.15925,0.158639,0.156491,0.190348
185,1298.795654,0.159931,0.158003,0.156546,0.191097
186,1303.795654,0.161577,0.158802,0.15792,0.194486
187,1308.805664,0.158737,0.156661,0.154558,0.192183
188,1313.815674,0.158502,0.156101,0.155262,0.191561
189,1318.825684,0.157374,0.152963,0.155041,0.191611
190,1323.835693,0.156983,0.154916,0.153361,0.192642
191,1328.845703,0.15185,0.150178,0.1493,0.189592
192,1333.855591,0.15428,0.150753,0.150455,0.19002
193,1338.855591,0.156403,0.153406,0.150697,0.191585
194,1343.865601,0.154331,0.151344,0.151384,0.190832
195,1348.87561,0.160342,0.154281,0.158018,0.192306
196,1353.88562,0.154216,0.161157,0.159457,0.175979
197,1358.89563,0.256496,0.200103,0.255147,0.178556
198,1363.90564,0.427846,0.389761,0.317777,0.288638
199,1368.915649,0.445439,0.626935,0.738629,0.427242
200,1373.925659,0.253776,0.251393,0.257857,0.262631
201,1378.925659,0.236172,0.227774,0.210447,0.220947
202,1383.935669,0.459756,0.46372,0.462803,0.459759
203,1388.945679,0.205254,0.204436,0.210029,0.225099
204,1393.955688,0.216796,0.222534,0.225465,0.227335
205,1398.965698,0.182387,0.193207,0.179469,0.219785
206,1403.975708,0.156508,0.161234,0.166936,0.179034
207,1408.985596,0.144272,0.149931,0.148065,0.170658
208,1413.985596,0.131838,0.125368,0.124582,0.144907
209,1418.995605,0.125857,0.122077,0.120477,0.138411
210,1424.005615,0.116739,0.109816,0.111023,0.129751
211,1429.015625,0.115631,0.109581,0.106601,0.126918
212,1434.025635,0.110983,0.107056,0.109868,0.12073
213,1439.035645,0.115898,0.111568,0.109255,0.119722
214,1444.045654,0.112106,0.107415,0.105301,0.118418
215,1449.055664,0.11204,0.109176,0.103371,0.11708
216,1454.055664,0.11464,0.110154,0.104191,0.122803
217,1459.065674,0.113842,0.10769,0.103907,0.121596
218,1464.075684,0.111277,0.104531,0.103219,0.120723
219,1469.085693,0.108884,0.10551,0.101788,0.119927
220,1474.095703,0.112773,0.108431,0.103676,0.124476
221,1479.105591,0.113458,0.107761,0.106996,0.126602
222,1484.115601,0.117286,0.111392,0.108468,0.1317
223,1489.115601,0.117996,0.112681,0.11125,0.134662
224,1494.12561,0.120294,0.115483,0.112813,0.13655
225,1499.13562,0.121344,0.115141,0.112618,0.137507
226,1504.14563,0.119249,0.112972,0.112207,0.13865
227,1509.15564,0.123446,0.117614,0.116972,0.145807
228,1514.165649,0.124801,0.119288,0.11734,0.148036
229,1519.175659,0.126179,0.121671,0.119854,0.150498
230,1524.185669,0.127556,0.121308,0.11948,0.149781
231,1529.185669,0.127513,0.122081,0.120062,0.150972
232,1534.195679,0.130405,0.124561,0.122559,0.154907
233,1539.205688,0.129198,0.125187,0.121836,0.154921
