Band,Wavelength,High,Mid 1,Mid 2,Low
1,377.195648,0.030966,0.039711,0.05043,0.09226
2,382.205658,0.000005,0.000339,0.000821,0.002247
3,387.215637,0.002548,0.003933,0.008616,0.024528
4,392.225647,0.00897,0.012338,0.017579,0.042631
5,397.225647,0.015514,0.017076,0.023544,0.052089
6,402.235657,0.014197,0.015593,0.023059,0.05521
7,407.245636,0.020743,0.021863,0.031064,0.065977
8,412.255646,0.028675,0.029551,0.039119,0.076426
9,417.265656,0.029303,0.0291,0.040227,0.078762
10,422.275635,0.032506,0.033043,0.043507,0.082038
11,427.285645,0.036662,0.036404,0.047966,0.087965
12,432.295654,0.039226,0.039285,0.052122,0.093573
13,437.295654,0.038792,0.040679,0.053175,0.096848
14,442.305664,0.042091,0.042622,0.054506,0.100899
15,447.315643,0.042677,0.042912,0.05691,0.102945
16,452.325653,0.042812,0.042688,0.057076,0.104722
17,457.335663,0.043282,0.043142,0.058857,0.105738
18,462.345642,0.043858,0.043677,0.058245,0.106261
19,467.355652,0.043118,0.04337,0.058978,0.106072
20,472.355652,0.044107,0.044778,0.059749,0.108427
21,477.365662,0.04647,0.046038,0.0619,0.11344
22,482.375641,0.048309,0.04778,0.064009,0.115802
23,487.385651,0.048401,0.048022,0.064713,0.118511
24,492.39566,0.047838,0.047829,0.064055,0.116804
25,497.40564,0.048834,0.049284,0.065851,0.119821
26,502.415649,0.051507,0.050107,0.06816,0.123266
27,507.425659,0.051712,0.051134,0.069085,0.126038
28,512.425659,0.053248,0.051988,0.071102,0.127977
29,517.435669,0.055527,0.054098,0.073377,0.129705
30,522.445679,0.053976,0.052345,0.070512,0.126562
31,527.455627,0.055953,0.054104,0.074205,0.132029
32,532.465637,0.058483,0.056796,0.075895,0.13455
33,537.475647,0.060767,0.059102,0.078091,0.140606
34,542.485657,0.061981,0.059745,0.079873,0.140571
35,547.485657,0.062291,0.060323,0.080177,0.139839
36,552.495667,0.063182,0.060018,0.08068,0.141523
37,557.505676,0.064753,0.062024,0.082925,0.145647
38,562.515625,0.064895,0.061433,0.082849,0.145895
39,567.525635,0.064466,0.060611,0.083315,0.146628
40,572.535645,0.06463,0.062676,0.085181,0.150359
41,577.545654,0.064332,0.061773,0.084562,0.149043
42,582.555664,0.065282,0.062333,0.084621,0.151727
43,587.555664,0.066471,0.062875,0.085879,0.154756
44,592.565674,0.066422,0.063386,0.087117,0.155223
45,597.575623,0.066859,0.062996,0.086539,0.153889
46,602.585632,0.066767,0.063575,0.086844,0.15552
47,607.595642,0.067301,0.064553,0.089139,0.157173
48,612.605652,0.06801,0.06473,0.088664,0.158048
49,617.615662,0.068748,0.064569,0.089011,0.159529
50,622.615662,0.068304,0.064596,0.08837,0.16096
51,627.625671,0.069858,0.065259,0.08951,0.161418
52,632.63562,0.069441,0.065602,0.090177,0.159515
53,637.64563,0.069351,0.06493,0.091154,0.161254
54,642.65564,0.070124,0.06592,0.091803,0.164261
55,647.665649,0.070676,0.06677,0.093505,0.16631
56,652.675659,0.069851,0.065722,0.090902,0.165812
57,657.685669,0.069656,0.065419,0.09072,0.163504
58,662.685669,0.070166,0.065815,0.092593,0.166446
59,667.695679,0.068987,0.065002,0.094161,0.167302
60,672.705627,0.070672,0.064622,0.093336,0.167698
61,677.715637,0.067904,0.062271,0.090472,0.170292
62,682.725647,0.068413,0.063509,0.090649,0.170529
63,687.735657,0.071595,0.066183,0.093589,0.171953
64,692.745667,0.076314,0.070068,0.097218,0.172716
65,697.745667,0.083158,0.074843,0.101428,0.175989
66,702.755676,0.089852,0.080331,0.105706,0.176105
67,707.765625,0.096799,0.085879,0.110404,0.177172
68,712.775635,0.102666,0.091295,0.114161,0.178083
69,717.785645,0.10838,0.096414,0.118722,0.178606
70,722.795654,0.114336,0.101369,0.122801,0.181445
71,727.805664,0.120201,0.106449,0.126102,0.184823
72,732.815674,0.124584,0.109137,0.127809,0.185912
73,737.815674,0.127919,0.113214,0.132296,0.187021
74,742.825623,0.130684,0.116507,0.134949,0.189171
75,747.835632,0.133515,0.120059,0.136114,0.192016
76,752.845642,0.134962,0.120219,0.137633,0.190402
77,757.855652,0.136549,0.124561,0.142719,0.19495
78,762.865662,0.138856,0.125607,0.144537,0.189199
79,767.875671,0.142246,0.125041,0.143706,0.193832
80,772.875671,0.142424,0.126437,0.146497,0.197547
81,777.88562,0.14554,0.128852,0.147972,0.200142
82,782.89563,0.146151,0.130558,0.148731,0.201902
83,787.90564,0.147084,0.131212,0.150766,0.203291
84,792.915649,0.148461,0.132815,0.1521,0.202954
85,797.925659,0.149211,0.132594,0.152411,0.202987
86,802.935669,0.15047,0.132555,0.154012,0.204465
87,807.945679,0.151,0.133519,0.153806,0.206569
88,812.945679,0.151914,0.134916,0.154339,0.205981
89,817.955627,0.153607,0.137092,0.156884,0.207998
90,822.965637,0.15536,0.138567,0.158686,0.207627
91,827.975647,0.15648,0.139084,0.159854,0.208044
92,832.985657,0.159293,0.141502,0.161847,0.209851
93,837.995667,0.160365,0.145127,0.161917,0.212098
94,843.005676,0.161729,0.145923,0.16429,0.213536
95,848.005676,0.163724,0.145128,0.164589,0.214482
96,853.015625,0.164418,0.147256,0.168254,0.213694
97,858.025635,0.165481,0.148619,0.167919,0.214558
98,863.035645,0.166743,0.149349,0.168521,0.217699
99,868.045654,0.169278,0.150518,0.17085,0.216248
100,873.055664,0.169532,0.151899,0.173125,0.217164
101,878.065674,0.170191,0.151616,0.17163,0.218923
102,883.075623,0.172306,0.152641,0.173016,0.218731
103,888.075623,0.173243,0.153659,0.172682,0.219294
104,893.085632,0.173403,0.153505,0.175322,0.219787
105,898.095642,0.17304,0.156427,0.176779,0.219693
106,903.105652,0.174659,0.157367,0.176127,0.221313
107,908.115662,0.175344,0.15759,0.177979,0.223872
108,913.125671,0.177909,0.158008,0.178043,0.220608
109,918.13562,0.17813,0.157674,0.179311,0.222395
110,923.14563,0.177045,0.158597,0.17937,0.223505
111,928.14563,0.175675,0.158609,0.184178,0.223796
112,933.15564,0.178757,0.165979,0.185819,0.224267
113,938.165649,0.181125,0.164712,0.185281,0.224162
114,943.175659,0.177487,0.159328,0.183179,0.227942
115,948.185669,0.175053,0.159121,0.184884,0.225606
116,953.195679,0.174721,0.158522,0.184454,0.228309
117,958.205627,0.171614,0.157776,0.181915,0.229846
118,963.205627,0.172624,0.156065,0.182968,0.232105
119,968.215637,0.170913,0.15538,0.18092,0.231426
120,973.225647,0.172803,0.155893,0.181825,0.231681
121,978.235657,0.172559,0.157972,0.18396,0.230792
122,983.245667,0.173915,0.158143,0.18404,0.233726
123,988.255676,0.174832,0.160126,0.183545,0.235022
124,993.265625,0.176527,0.160522,0.186506,0.235133
125,998.275635,0.17781,0.161831,0.190085,0.235751
126,1003.275635,0.178865,0.163309,0.189684,0.236623
127,1008.285645,0.181994,0.166527,0.189703,0.236733
128,1013.295654,0.183799,0.165862,0.192013,0.237277
129,1018.305664,0.186708,0.16816,0.192997,0.23705
130,1023.315674,0.188383,0.16985,0.193906,0.238162
131,1028.325684,0.190865,0.171986,0.1967,0.237559
132,1033.335693,0.19215,0.173872,0.198609,0.239498
133,1038.335693,0.193965,0.17529,0.198928,0.240393
134,1043.345703,0.195004,0.176435,0.200412,0.238581
135,1048.355591,0.19688,0.17804,0.200936,0.238224
136,1053.365601,0.19702,0.17907,0.200895,0.239467
137,1058.37561,0.199246,0.18061,0.203281,0.240916
138,1063.38562,0.199551,0.180493,0.205363,0.240871
139,1068.39563,0.201489,0.181592,0.204471,0.240487
140,1073.40564,0.201088,0.181434,0.20552,0.242219
141,1078.40564,0.202577,0.18301,0.205672,0.243673
142,1083.415649,0.203815,0.182834,0.205432,0.242084
143,1088.425659,0.202173,0.183491,0.205981,0.243758
144,1093.435669,0.202538,0.184416,0.20753,0.243429
145,1098.445679,0.203615,0.183827,0.207394,0.243866
146,1103.455688,0.203647,0.184377,0.208036,0.242566
147,1108.465698,0.202607,0.181613,0.207097,0.245531
148,1113.465698,0.203457,0.183019,0.207961,0.242917
149,1118.475708,0.199713,0.182659,0.212333,0.239605
150,1123.485596,0.199442,0.186354,0.211239,0.240606
151,1128.495605,0.195874,0.182253,0.209912,0.244628
152,1133.505615,0.195332,0.178599,0.208047,0.245654
153,1138.515625,0.187161,0.171441,0.2008,0.241459
154,1143.525635,0.180088,0.170726,0.199968,0.242731
155,1148.535645,0.17746,0.16496,0.194704,0.239846
156,1153.535645,0.174792,0.161209,0.195349,0.242579
157,1158.545654,0.173464,0.162342,0.196596,0.244255
158,1163.555664,0.170213,0.15911,0.191501,0.245102
159,1168.565674,0.170267,0.15741,0.191314,0.245209
160,1173.575684,0.170733,0.159092,0.191948,0.24716
161,1178.585693,0.170423,0.158384,0.193539,0.245861
162,1183.595703,0.169955,0.158945,0.194173,0.245227
163,1188.595703,0.170711,0.158245,0.192557,0.246144
164,1193.605591,0.170941,0.158059,0.19316,0.248059
165,1198.615601,0.170985,0.159248,0.193799,0.246985
166,1203.62561,0.171244,0.159386,0.194291,0.248754
167,1208.63562,0.17308,0.160825,0.196363,0.250926
168,1213.64563,0.173534,0.161656,0.19613,0.250047
169,1218.65564,0.176118,0.162079,0.198349,0.251848
170,1223.665649,0.178105,0.164465,0.199077,0.251899
171,1228.665649,0.180222,0.166358,0.200047,0.254241
172,1233.675659,0.180253,0.167011,0.204154,0.255101
173,1238.685669,0.182183,0.169404,0.203378,0.255059
174,1243.695679,0.183972,0.170918,0.205243,0.255993
175,1248.705688,0.186047,0.171707,0.206599,0.258458
176,1253.715698,0.188583,0.173829,0.207717,0.260759
177,1258.725708,0.189489,0.17348,0.20819,0.260409
178,1263.725708,0.187937,0.174052,0.210942,0.25831
179,1268.735596,0.18974,0.176171,0.212299,0.261072
180,1273.745605,0.191007,0.178232,0.213228,0.26406
181,1278.755615,0.190996,0.178057,0.212113,0.263157
182,1283.765625,0.189879,0.177953,0.212448,0.265031
183,1288.775635,0.19129,0.178454,0.215612,0.266455
184,1293.785645,0.192629,0.177974,0.215575,0.266932
185,1298.795654,0.191168,0.178527,0.215246,0.270432
186,1303.795654,0.191496,0.176933,0.217485,0.269693
187,1308.805664,0.186331,0.173559,0.211272,0.266384
188,1313.815674,0.184423,0.170819,0.211523,0.26714
189,1318.825684,0.179686,0.166491,0.206415,0.26366
190,1323.835693,0.178541,0.16575,0.206156,0.265033
191,1328.845703,0.17384,0.162382,0.204956,0.261492
192,1333.855591,0.169855,0.163047,0.203136,0.262034
193,1338.855591,0.171674,0.159413,0.208122,0.273677
194,1343.865601,0.171542,0.158515,0.206659,0.270709
195,1348.87561,0.175764,0.182572,0.221681,0.259603
196,1353.88562,0.234034,0.242032,0.238465,0.225905
197,1358.89563,0.466981,0.487596,0.38606,0.368201
198,1363.90564,0.121701,0.057103,0.030452,0.293111
199,1368.915649,0.723013,0.696293,0.713577,0.578622
200,1373.925659,0.698956,0.662341,0.647564,0.613821
201,1378.925659,0.59005,0.687853,0.589367,0.667874
202,1383.935669,0.633675,0.700357,0.657107,0.637957
203,1388.945679,0.670714,0.658752,0.670779,0.658049
204,1393.955688,0.674494,0.671645,0.674323,0.676017
205,1398.965698,0.585932,0.667035,0.565477,0.585127
206,1403.975708,0.668345,0.670566,0.669227,0.665578
207,1408.985596,0.462853,0.453428,0.467741,0.510673
208,1413.985596,0.191948,0.177842,0.229524,0.25991
209,1418.995605,0.188559,0.178931,0.196669,0.23205
210,1424.005615,0.143108,0.128475,0.168386,0.208243
211,1429.015625,0.130998,0.117844,0.15592,0.20983
212,1434.025635,0.127011,0.125718,0.162638,0.213387
213,1439.035645,0.129496,0.122895,0.165608,0.200753
214,1444.045654,0.128438,0.123374,0.155703,0.201402
215,1449.055664,0.12061,0.118208,0.153086,0.20132
216,1454.055664,0.11631,0.109785,0.147036,0.203977
217,1459.065674,0.11307,0.106357,0.148598,0.204025
218,1464.075684,0.111325,0.106728,0.148635,0.201761
219,1469.085693,0.109674,0.104005,0.145932,0.187416
220,1474.095703,0.10959,0.104399,0.139986,0.195578
221,1479.105591,0.108486,0.103532,0.142305,0.19698
222,1484.115601,0.112783,0.108629,0.145544,0.203808
223,1489.115601,0.118102,0.109007,0.148243,0.210725
224,1494.12561,0.119824,0.110504,0.15087,0.215499
225,1499.13562,0.119864,0.11206,0.154515,0.218103
226,1504.14563,0.119708,0.111137,0.153665,0.217511
227,1509.15564,0.123952,0.115161,0.157708,0.22368
228,1514.165649,0.125151,0.117767,0.160772,0.229633
229,1519.175659,0.127331,0.119009,0.163183,0.234251
230,1524.185669,0.127233,0.119985,0.165315,0.232385
231,1529.185669,0.128888,0.121297,0.165709,0.235558
232,1534.195679,0.13198,0.124364,0.169021,0.241222
233,1539.205688,0.130629,0.123895,0.166812,0.239431
234,1544.215698,0.136552,0.127346,0.170155,0.245246
235,1549.225708,0.13486,0.125094,0.171414,0.242902
236,1554.235596,0.137647,0.127772,0.171697,0.247296
237,1559.245605,0.135107,0.128997,0.17132,0.242484
238,1564.245605,0.135852,0.127821,0.171145,0.241738
239,1569.255615,0.138586,0.129999,0.175928,0.248102
240,1574.265625,0.133339,0.124504,0.168434,0.238147
241,1579.275635,0.135031,0.12663,0.169862,0.239229
242,1584.285645,0.139727,0.131299,0.175835,0.246666
243,1589.295654,0.140401,0.134105,0.177609,0.248812
244,1594.305664,0.14031,0.131073,0.176432,0.245742
245,1599.315674,0.142838,0.133567,0.179266,0.250182
246,1604.315674,0.145262,0.13611,0.180012,0.252747
247,1609.325684,0.149724,0.140031,0.186257,0.258537
248,1614.335693,0.149573,0.140473,0.183633,0.258253
249,1619.345703,0.146315,0.13782,0.17999,0.252729
250,1624.355591,0.150896,0.14059,0.18401,0.255872
251,1629.365601,0.151313,0.142028,0.189093,0.258809
252,1634.37561,0.151191,0.142953,0.187607,0.257708
253,1639.37561,0.152384,0.143116,0.187131,0.258817
254,1644.38562,0.153248,0.144902,0.189877,0.260811
255,1649.39563,0.15258,0.144033,0.18789,0.258283
256,1654.40564,0.154503,0.14523,0.190269,0.258622
257,1659.415649,0.156307,0.14676,0.192657,0.264048
258,1664.425659,0.155211,0.144769,0.189945,0.26166
259,1669.435669,0.156849,0.14616,0.189442,0.262037
260,1674.445679,0.156976,0.146981,0.192416,0.264
261,1679.445679,0.157388,0.148431,0.195579,0.267403
262,1684.455688,0.156125,0.147094,0.192085,0.264467
263,1689.465698,0.155529,0.146128,0.191987,0.264021
264,1694.475708,0.154164,0.174235,0.19012,0.265653
265,1699.485596,0.152796,0.143871,0.189362,0.2627
266,1704.495605,0.151976,0.143108,0.188906,0.261383
267,1709.505615,0.149946,0.140286,0.186454,0.260073
268,1714.505615,0.15017,0.14079,0.185244,0.26019
269,1719.515625,0.148219,0.139258,0.185776,0.259301
270,1724.525635,0.147534,0.137652,0.184245,0.256044
271,1729.535645,0.145306,0.13595,0.180332,0.253707
272,1734.545654,0.147708,0.137516,0.183435,0.255825
273,1739.555664,0.149773,0.138708,0.185176,0.256218
274,1744.565674,0.146389,0.138191,0.181635,0.25039
275,1749.575684,0.146052,0.137036,0.181601,0.250713
276,1754.575684,0.146378,0.136449,0.181513,0.25254
277,1759.585693,0.147118,0.137158,0.181765,0.253812
278,1764.595703,0.145463,0.136333,0.18095,0.250426
279,1769.605591,0.147275,0.137355,0.182068,0.250517
280,1774.615601,0.145212,0.136372,0.181026,0.247132
281,1779.62561,0.146607,0.136211,0.180376,0.248655
282,1784.63562,0.147105,0.138883,0.1864,0.251446
283,1789.63562,0.146527,0.137871,0.183256,0.253153
284,1794.64563,0.148105,0.139992,0.186376,0.2555
285,1799.65564,0.143333,0.138603,0.186112,0.243988
286,1804.665649,0.138869,0.141008,0.181732,0.229247
287,1809.675659,0.151576,0.153379,0.179499,0.229659
288,1814.685669,0.18593,0.187349,0.218493,0.223827
289,1819.695679,0.282194,0.265822,0.275668,0.264165
290,1824.705688,0.27683,0.279634,0.295787,0.279019
291,1829.705688,0.740746,0.689833,0.665398,0.527916
292,1834.715698,0.66984,0.641789,0.623498,0.683072
293,1839.725708,0.723697,0.68216,0.663701,0.689919
294,1844.735596,0.615486,0.663695,0.713512,0.65753
295,1849.745605,0.611075,0.679829,0.666311,0.627132
296,1854.755615,0.596321,0.642494,0.683317,0.667656
297,1859.765625,0.695846,0.675185,0.681999,0.658661
298,1864.775635,0.69607,0.675135,0.680413,0.671902
299,1869.775635,0.124705,0.14772,0.10843,0.110525
300,1874.785645,0.145131,0.098437,0.149597,0.130147
301,1879.795654,0.669903,0.731048,0.600219,0.654796
302,1884.805664,0.703999,0.656877,0.6461,0.733527
303,1889.815674,0.672855,0.665012,0.690179,0.684142
