Band,Wavelength,High,Mid 1,Mid 2,Low
1,377.195648,0.039678,0.041247,0.042699,0.040313
2,382.205658,0.036228,0.032568,0.032565,0.034728
3,387.215637,0.033776,0.034464,0.031944,0.032724
4,392.225647,0.034174,0.035942,0.034513,0.032061
5,397.225647,0.032645,0.031612,0.033061,0.030511
6,402.235657,0.039637,0.037879,0.040652,0.037235
7,407.245636,0.035128,0.035791,0.035682,0.035191
8,412.255646,0.034726,0.033759,0.035419,0.032499
9,417.265656,0.035139,0.035096,0.035101,0.034135
10,422.275635,0.036709,0.036961,0.036694,0.035185
11,427.285645,0.039876,0.039126,0.040087,0.037336
12,432.295654,0.041146,0.040199,0.040936,0.038526
13,437.295654,0.041259,0.040466,0.041534,0.04003
14,442.305664,0.04309,0.041649,0.042003,0.040959
15,447.315643,0.043658,0.042994,0.043924,0.042102
16,452.325653,0.045264,0.044014,0.046468,0.043787
17,457.335663,0.046426,0.045687,0.04733,0.043908
18,462.345642,0.048002,0.047225,0.04863,0.04597
19,467.355652,0.049731,0.048788,0.050784,0.048308
20,472.355652,0.051577,0.050336,0.052306,0.049866
21,477.365662,0.05305,0.052096,0.05378,0.050599
22,482.375641,0.05311,0.052638,0.054591,0.051632
23,487.385651,0.055271,0.054508,0.055927,0.05358
24,492.39566,0.055228,0.055064,0.056602,0.054301
25,497.40564,0.057166,0.055901,0.057898,0.054208
26,502.415649,0.057767,0.057627,0.059089,0.056045
27,507.425659,0.059745,0.058342,0.060408,0.057744
28,512.425659,0.061443,0.06099,0.062069,0.059154
29,517.435669,0.064654,0.063636,0.065898,0.061778
30,522.445679,0.066863,0.065144,0.067218,0.062893
31,527.455627,0.069209,0.067338,0.070029,0.065229
32,532.465637,0.072034,0.069791,0.072487,0.067559
33,537.475647,0.074159,0.072082,0.074511,0.069813
34,542.485657,0.076542,0.073504,0.076706,0.071487
35,547.485657,0.077811,0.074331,0.077275,0.072826
36,552.495667,0.078809,0.075413,0.078709,0.07338
37,557.505676,0.080444,0.076732,0.080552,0.074738
38,562.515625,0.080861,0.077675,0.081306,0.075318
39,567.525635,0.081142,0.077593,0.080933,0.075519
40,572.535645,0.080526,0.07819,0.081773,0.075834
41,577.545654,0.080715,0.07798,0.081437,0.075877
42,582.555664,0.080457,0.078234,0.08157,0.076117
43,587.555664,0.081788,0.079406,0.082547,0.076985
44,592.565674,0.082119,0.079929,0.082963,0.07757
45,597.575623,0.082069,0.080908,0.083578,0.078221
46,602.585632,0.083373,0.082291,0.084226,0.078937
47,607.595642,0.083972,0.082022,0.085073,0.079908
48,612.605652,0.084299,0.082313,0.08528,0.079658
49,617.615662,0.08429,0.082844,0.085456,0.079746
50,622.615662,0.084297,0.08273,0.08579,0.079965
51,627.625671,0.085582,0.08375,0.086417,0.080614
52,632.63562,0.08616,0.085291,0.08735,0.08159
53,637.64563,0.08651,0.084899,0.087805,0.0821
54,642.65564,0.086613,0.085576,0.088363,0.082569
55,647.665649,0.086244,0.084773,0.088044,0.082477
56,652.675659,0.086934,0.085196,0.088255,0.08243
57,657.685669,0.086226,0.085901,0.088054,0.082979
58,662.685669,0.084759,0.084354,0.086623,0.081565
59,667.695679,0.084499,0.08334,0.086514,0.080921
60,672.705627,0.083099,0.082953,0.086162,0.080433
61,677.715637,0.080663,0.079908,0.082459,0.077498
62,682.725647,0.081481,0.081173,0.08406,0.079146
63,687.735657,0.086614,0.08605,0.088955,0.083074
64,692.745667,0.09273,0.091503,0.094531,0.087805
65,697.745667,0.102693,0.100399,0.102245,0.095417
66,702.755676,0.114332,0.108612,0.112629,0.10464
67,707.765625,0.125827,0.118927,0.12173,0.113661
68,712.775635,0.138034,0.128253,0.132128,0.123138
69,717.785645,0.149855,0.136629,0.141518,0.133101
70,722.795654,0.163466,0.145968,0.152085,0.142409
71,727.805664,0.17486,0.155144,0.16106,0.150231
72,732.815674,0.182739,0.160116,0.165854,0.156534
73,737.815674,0.191644,0.165669,0.172873,0.162592
74,742.825623,0.198009,0.169526,0.177344,0.166774
75,747.835632,0.201827,0.172,0.180584,0.170907
76,752.845642,0.206214,0.176302,0.183916,0.174511
77,757.855652,0.209805,0.181188,0.185133,0.176842
78,762.865662,0.211469,0.184267,0.19068,0.180544
79,767.875671,0.213549,0.182712,0.190682,0.180878
80,772.875671,0.215358,0.183158,0.192017,0.181734
81,777.88562,0.217933,0.187457,0.193241,0.184945
82,782.89563,0.221219,0.188255,0.197292,0.186608
83,787.90564,0.224347,0.189969,0.199522,0.188073
84,792.915649,0.226096,0.193762,0.201296,0.191522
85,797.925659,0.226704,0.193438,0.20198,0.190896
86,802.935669,0.228479,0.195593,0.203997,0.192706
87,807.945679,0.230317,0.197398,0.206474,0.194154
88,812.945679,0.232061,0.200144,0.207349,0.19674
89,817.955627,0.233663,0.200388,0.20787,0.198277
90,822.965637,0.235352,0.200161,0.209626,0.199096
91,827.975647,0.235865,0.203241,0.21136,0.200716
92,832.985657,0.238104,0.204067,0.2138,0.202017
93,837.995667,0.242239,0.206322,0.217983,0.203682
94,843.005676,0.240865,0.208269,0.215943,0.205186
95,848.005676,0.242552,0.209614,0.217333,0.206467
96,853.015625,0.245004,0.210424,0.219019,0.206902
97,858.025635,0.248319,0.212412,0.221456,0.210799
98,863.035645,0.248677,0.212883,0.22208,0.210355
99,868.045654,0.249724,0.214995,0.224719,0.212633
100,873.055664,0.250516,0.215795,0.224069,0.214142
101,878.065674,0.254037,0.21653,0.226276,0.215798
102,883.075623,0.252161,0.218383,0.227869,0.215636
103,888.075623,0.256149,0.220654,0.229396,0.216689
104,893.085632,0.254242,0.220516,0.22967,0.215854
105,898.095642,0.25661,0.220022,0.230572,0.217309
106,903.105652,0.256727,0.220584,0.231707,0.218395
107,908.115662,0.258889,0.224142,0.231331,0.219878
108,913.125671,0.25787,0.22428,0.232929,0.219535
109,918.13562,0.257567,0.223454,0.231524,0.219282
110,923.14563,0.257487,0.222574,0.232896,0.218815
111,928.14563,0.256891,0.223895,0.232349,0.219237
112,933.15564,0.2518,0.22437,0.228055,0.216682
113,938.165649,0.247855,0.223447,0.231878,0.21947
114,943.175659,0.246972,0.224047,0.226963,0.215964
115,948.185669,0.242327,0.216199,0.225466,0.212371
116,953.195679,0.236944,0.21157,0.222033,0.206108
117,958.205627,0.23046,0.206419,0.217011,0.203286
118,963.205627,0.228658,0.20536,0.214129,0.201298
119,968.215637,0.225462,0.205655,0.214347,0.202535
120,973.225647,0.225134,0.203932,0.213568,0.200287
121,978.235657,0.225316,0.205745,0.213855,0.202782
122,983.245667,0.228859,0.206457,0.21693,0.203554
123,988.255676,0.230089,0.207107,0.217114,0.205346
124,993.265625,0.231601,0.209428,0.219345,0.207411
125,998.275635,0.234541,0.211679,0.221197,0.208994
126,1003.275635,0.237693,0.215139,0.224089,0.211012
127,1008.285645,0.243388,0.217267,0.227496,0.214142
128,1013.295654,0.244421,0.218616,0.230133,0.215314
129,1018.305664,0.249143,0.221768,0.231256,0.218704
130,1023.315674,0.251254,0.22472,0.234443,0.221352
131,1028.325684,0.255136,0.227048,0.236334,0.223093
132,1033.335693,0.259791,0.231354,0.240218,0.227431
133,1038.335693,0.261982,0.23236,0.24201,0.22974
134,1043.345703,0.265438,0.2346,0.24417,0.230772
135,1048.355591,0.269028,0.237162,0.248013,0.232801
136,1053.365601,0.271155,0.239144,0.248488,0.235331
137,1058.37561,0.273659,0.240518,0.251131,0.236621
138,1063.38562,0.275365,0.241464,0.252305,0.23878
139,1068.39563,0.275481,0.241837,0.252785,0.238352
140,1073.40564,0.275355,0.241022,0.252462,0.237497
141,1078.40564,0.27597,0.243109,0.252035,0.239217
142,1083.415649,0.274033,0.242403,0.252718,0.238235
143,1088.425659,0.277544,0.243374,0.254763,0.240173
144,1093.435669,0.273803,0.241827,0.251746,0.237338
145,1098.445679,0.274592,0.241753,0.252138,0.236909
146,1103.455688,0.269929,0.242285,0.25077,0.235489
147,1108.465698,0.268701,0.241609,0.249324,0.23439
148,1113.465698,0.265745,0.240201,0.244056,0.231716
149,1118.475708,0.266313,0.244409,0.246648,0.23553
150,1123.485596,0.26616,0.243041,0.246557,0.235403
151,1128.495605,0.258392,0.235985,0.244008,0.232279
152,1133.505615,0.247864,0.230903,0.232531,0.221833
153,1138.515625,0.236935,0.217862,0.227352,0.214965
154,1143.525635,0.227137,0.211152,0.219029,0.204318
155,1148.535645,0.211169,0.202255,0.210989,0.197474
156,1153.535645,0.207835,0.194246,0.207726,0.190992
157,1158.545654,0.200845,0.190221,0.201135,0.18654
158,1163.555664,0.197892,0.188198,0.197635,0.185471
159,1168.565674,0.197734,0.188418,0.196874,0.184562
160,1173.575684,0.198032,0.186442,0.197608,0.184003
161,1178.585693,0.197126,0.187922,0.196577,0.183791
162,1183.595703,0.195967,0.185609,0.196899,0.182173
163,1188.595703,0.196561,0.185753,0.196181,0.181593
164,1193.605591,0.195627,0.186824,0.196268,0.182973
165,1198.615601,0.195536,0.187371,0.194797,0.184062
166,1203.62561,0.19598,0.187646,0.19679,0.18442
167,1208.63562,0.196472,0.187838,0.198009,0.184463
168,1213.64563,0.198094,0.189211,0.199569,0.18589
169,1218.65564,0.201248,0.191139,0.200683,0.187822
170,1223.665649,0.203179,0.192891,0.203121,0.189586
171,1228.665649,0.205857,0.194658,0.205118,0.19075
172,1233.675659,0.206788,0.196371,0.206578,0.192029
173,1238.685669,0.208883,0.199358,0.207702,0.195326
174,1243.695679,0.210212,0.200443,0.209872,0.196297
175,1248.705688,0.211427,0.201141,0.211138,0.197811
176,1253.715698,0.214152,0.202956,0.212773,0.197922
177,1258.725708,0.215823,0.204193,0.214436,0.199308
178,1263.725708,0.216785,0.205369,0.215211,0.200456
179,1268.735596,0.220093,0.206441,0.216737,0.203754
180,1273.745605,0.218612,0.206125,0.2169,0.202089
181,1278.755615,0.218798,0.206782,0.216726,0.201679
182,1283.765625,0.217245,0.205224,0.217079,0.20178
183,1288.775635,0.217066,0.204813,0.215697,0.201321
184,1293.785645,0.21486,0.204315,0.21476,0.19956
185,1298.795654,0.214007,0.203856,0.213318,0.19894
186,1303.795654,0.210083,0.200647,0.211135,0.19497
187,1308.805664,0.206794,0.197206,0.20843,0.193785
188,1313.815674,0.20274,0.196296,0.206309,0.191189
