Band,Wavelength,High,Mid 1,Mid 2,Low
1,377.195648,0.036432,0.025037,0.025872,0.086698
2,-382.205658,0.000007,-0.000011,-0.000017,0.000032
3,387.215637,0.000744,-0.000762,-0.000451,0.010994
4,392.225647,0.00781,0.006683,0.005104,0.028032
5,397.225647,0.015578,0.011419,0.01209,0.035303
6,402.235657,0.01507,0.010049,0.010928,0.037889
7,407.245636,0.022127,0.017629,0.01625,0.045201
8,412.255646,0.031227,0.022617,0.02518,0.0594
9,417.265656,0.031037,0.024515,0.025277,0.061352
10,422.275635,0.0344,0.027955,0.027134,0.064192
11,427.285645,0.039455,0.032034,0.033144,0.071518
12,432.295654,0.042346,0.034399,0.035248,0.076305
13,437.295654,0.043896,0.035005,0.03663,0.080258
14,442.305664,0.046234,0.036177,0.038979,0.084508
15,447.315643,0.048155,0.038066,0.039537,0.089262
16,452.325653,0.048349,0.03815,0.039635,0.09024
17,457.335663,0.050521,0.039932,0.040662,0.091982
18,462.345642,0.050944,0.039841,0.04138,0.093948
19,467.355652,0.050764,0.040236,0.040266,0.094011
20,472.355652,0.052117,0.040413,0.042199,0.096238
21,477.365662,0.053834,0.042498,0.044741,0.099931
22,482.375641,0.056779,0.044986,0.045716,0.104898
23,487.385651,0.057567,0.04558,0.047311,0.10657
24,492.39566,0.057489,0.04457,0.045878,0.107272
25,497.40564,0.059416,0.045952,0.048315,0.111368
26,502.415649,0.062084,0.047726,0.049898,0.11474
27,507.425659,0.062973,0.048335,0.05039,0.116934
28,512.425659,0.065998,0.050085,0.051651,0.121148
29,517.435669,0.067306,0.052112,0.055013,0.124368
30,522.445679,0.066065,0.051118,0.052402,0.123294
31,527.455627,0.068632,0.053106,0.054994,0.127463
32,532.465637,0.070401,0.054961,0.05857,0.132399
33,537.475647,0.074185,0.057513,0.059662,0.136074
34,542.485657,0.075558,0.058405,0.061509,0.139626
35,547.485657,0.077879,0.058864,0.061928,0.141697
36,552.495667,0.077875,0.059451,0.062582,0.144313
37,557.505676,0.080693,0.061007,0.065087,0.147746
38,562.515625,0.080578,0.061147,0.064136,0.149361
39,567.525635,0.080869,0.062119,0.064423,0.150995
40,572.535645,0.082904,0.063194,0.066022,0.154797
41,577.545654,0.08361,0.062903,0.065464,0.155652
42,582.555664,0.083782,0.063589,0.066109,0.158456
43,587.555664,0.085471,0.065219,0.067096,0.160234
44,592.565674,0.087529,0.065166,0.067299,0.16267
45,597.575623,0.086171,0.06584,0.068018,0.163217
46,602.585632,0.087172,0.065443,0.068533,0.164098
47,607.595642,0.088951,0.067086,0.069526,0.166574
48,612.605652,0.08851,0.067264,0.070363,0.167764
49,617.615662,0.09008,0.068441,0.070984,0.169717
50,622.615662,0.089559,0.068477,0.070392,0.169403
51,627.625671,0.09072,0.069743,0.070635,0.170855
52,632.63562,0.090388,0.069249,0.071152,0.17225
53,637.64563,0.090846,0.070208,0.071356,0.172988
54,642.65564,0.09291,0.070927,0.072287,0.175025
55,647.665649,0.094785,0.072244,0.073717,0.178398
56,652.675659,0.094502,0.071307,0.07283,0.176984
57,657.685669,0.093577,0.071484,0.072048,0.177013
58,662.685669,0.094284,0.072105,0.072832,0.179638
59,667.695679,0.093309,0.071614,0.072993,0.18087
60,672.705627,0.094821,0.072733,0.073867,0.181413
61,677.715637,0.091623,0.06977,0.071135,0.184831
62,682.725647,0.093642,0.070235,0.071966,0.18498
63,687.735657,0.096471,0.073938,0.075312,0.185307
64,692.745667,0.100458,0.077476,0.078748,0.188278
65,697.745667,0.10491,0.082075,0.083062,0.193001
66,702.755676,0.109138,0.087547,0.089708,0.194195
67,707.765625,0.116844,0.09294,0.096133,0.194659
68,712.775635,0.119296,0.098093,0.102236,0.199038
69,717.785645,0.119871,0.103327,0.108364,0.197367
70,722.795654,0.125199,0.109124,0.115302,0.200837
71,727.805664,0.128992,0.114191,0.121393,0.202653
72,732.815674,0.131116,0.118339,0.125141,0.204992
73,737.815674,0.131097,0.121135,0.129555,0.207077
74,742.825623,0.136848,0.124329,0.133281,0.208161
75,747.835632,0.139161,0.127171,0.135755,0.211344
76,752.845642,0.138296,0.12773,0.137136,0.213453
77,757.855652,0.142161,0.134271,0.138298,0.211759
78,762.865662,0.145545,0.133166,0.142751,0.20691
79,767.875671,0.14311,0.133422,0.142957,0.218838
80,772.875671,0.145272,0.13697,0.145845,0.220651
81,777.88562,0.146501,0.138534,0.147016,0.222744
82,782.89563,0.149577,0.14013,0.150576,0.225313
83,787.90564,0.150822,0.142069,0.151628,0.225628
84,792.915649,0.154665,0.142442,0.151521,0.227451
85,797.925659,0.153689,0.143908,0.151497,0.228228
86,802.935669,0.155462,0.145429,0.152795,0.229548
87,807.945679,0.153288,0.145206,0.154581,0.231175
88,812.945679,0.15351,0.148235,0.155331,0.230517
89,817.955627,0.158407,0.149308,0.156282,0.233462
90,822.965637,0.15708,0.148796,0.157308,0.232581
91,827.975647,0.159166,0.151472,0.159369,0.23468
92,832.985657,0.162314,0.155282,0.160607,0.238753
93,837.995667,0.163873,0.15512,0.164062,0.23848
94,843.005676,0.164247,0.157562,0.165134,0.240723
95,848.005676,0.166824,0.15838,0.165822,0.242616
96,853.015625,0.166221,0.159727,0.166397,0.242174
97,858.025635,0.169553,0.162077,0.167667,0.242723
98,863.035645,0.169254,0.161518,0.169179,0.243633
99,868.045654,0.170686,0.162889,0.17148,0.246649
100,873.055664,0.170245,0.164529,0.170216,0.245817
101,878.065674,0.171551,0.164662,0.172421,0.2491
102,883.075623,0.172079,0.165569,0.173276,0.248746
103,888.075623,0.172939,0.166497,0.173642,0.250267
104,893.085632,0.174305,0.16817,0.174677,0.251587
105,898.095642,0.175394,0.170785,0.17495,0.252016
106,903.105652,0.177999,0.17086,0.177663,0.253231
107,908.115662,0.178406,0.174127,0.176054,0.252099
108,913.125671,0.177625,0.172551,0.177119,0.253221
109,918.13562,0.177347,0.173096,0.178603,0.255053
110,923.14563,0.179822,0.17408,0.178576,0.256375
111,928.14563,0.179037,0.176103,0.177099,0.253853
112,933.15564,0.182994,0.174924,0.174028,0.24781
113,938.165649,0.183704,0.175596,0.179857,0.252388
114,943.175659,0.181662,0.175284,0.177321,0.255583
115,948.185669,0.183884,0.17418,0.177296,0.257495
116,953.195679,0.182483,0.170829,0.17564,0.260682
117,958.205627,0.180616,0.170179,0.172458,0.263713
118,963.205627,0.182351,0.167281,0.17341,0.266061
119,968.215637,0.182573,0.170269,0.173175,0.272226
120,973.225647,0.182275,0.171066,0.17301,0.267257
121,978.235657,0.185621,0.169866,0.174736,0.268012
122,983.245667,0.184607,0.171368,0.177295,0.272195
123,988.255676,0.186511,0.174766,0.176897,0.27415
124,993.265625,0.187687,0.176367,0.179913,0.274323
125,998.275635,0.189938,0.179251,0.180881,0.275509
126,1003.275635,0.185955,0.180028,0.18168,0.276598
127,1008.285645,0.1919,0.180112,0.184043,0.278828
128,1013.295654,0.191436,0.182271,0.18628,0.277667
129,1018.305664,0.192147,0.183108,0.186949,0.278207
130,1023.315674,0.195229,0.185111,0.188645,0.280454
131,1028.325684,0.195663,0.187514,0.191686,0.281619
132,1033.335693,0.197583,0.187638,0.193449,0.282349
133,1038.335693,0.197529,0.190907,0.193665,0.282449
134,1043.345703,0.196348,0.190477,0.193957,0.283075
135,1048.355591,0.199037,0.191562,0.196866,0.284448
136,1053.365601,0.200596,0.192646,0.197559,0.284876
137,1058.37561,0.199208,0.193194,0.198573,0.286201
138,1063.38562,0.201178,0.195204,0.199446,0.286671
139,1068.39563,0.201239,0.194667,0.201262,0.286672
140,1073.40564,0.200508,0.196247,0.200521,0.288838
141,1078.40564,0.201638,0.195205,0.200744,0.289231
142,1083.415649,0.202485,0.196055,0.201048,0.290959
143,1088.425659,0.205418,0.19728,0.202419,0.291465
144,1093.435669,0.201986,0.197373,0.202184,0.294243
145,1098.445679,0.201821,0.197187,0.201231,0.29305
146,1103.455688,0.205859,0.200231,0.201403,0.29316
147,1108.465698,0.201817,0.196253,0.198465,0.293207
148,1113.465698,0.201129,0.196729,0.194787,0.284785
149,1118.475708,0.195476,0.197566,0.195172,0.282131
150,1123.485596,0.204152,0.192727,0.19363,0.280398
151,1128.495605,0.20455,0.193785,0.198458,0.288039
152,1133.505615,0.201723,0.194081,0.189548,0.28718
153,1138.515625,0.200773,0.185187,0.188399,0.292964
154,1143.525635,0.19714,0.183406,0.183472,0.292882
155,1148.535645,0.199285,0.175021,0.179666,0.2944
156,1153.535645,0.19372,0.176124,0.176488,0.297807
157,1158.545654,0.197015,0.172683,0.174047,0.298703
158,1163.555664,0.197103,0.173664,0.172126,0.301244
159,1168.565674,0.194223,0.173608,0.171737,0.301516
160,1173.575684,0.19652,0.172851,0.172926,0.302013
161,1178.585693,0.193721,0.172308,0.171924,0.302666
162,1183.595703,0.197004,0.172466,0.171976,0.302052
163,1188.595703,0.196967,0.17394,0.172382,0.303997
164,1193.605591,0.195894,0.173075,0.172429,0.306363
