Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,WATER,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,WATER_lib#,#pixels,%pixels
48,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X218_Y247,,,3,17,,,1201,    1.052272
49,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X196_Y48,,,3,18,,,10,    0.008762
50,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Uplands_X188_Y51,,,3,19,,,0,0
51,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X83_Y198,,,3,20,,,64,    0.056074
52,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X176_Y111,,,3,21,,,294,    0.257592
53,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X178_Y226,,,4,9,,,3,    0.002628
54,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X176_Y92,,,4,10,,,6,    0.005257
55,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X186_Y103,,,4,11,,,72,    0.063084
56,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X197_Y135,,,4,12,,,47,    0.041180
57,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X225_Y41,,,4,13,,,10,    0.008762
58,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X198_Y51,,,4,14,,,25,    0.021904
59,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X185_Y145,,,4,15,,,153,    0.134053
60,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Uplands_X168_Y121,,,4,16,,,363,    0.318047
61,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X218_Y247,,,4,17,,,37,    0.032418
62,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X196_Y48,,,4,18,,,1004,    0.879668
63,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Uplands_X188_Y51,,,4,19,,,160,    0.140186
64,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X83_Y198,,,4,20,,,220,    0.192756
65,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X176_Y111,,,4,21,,,33,    0.028913
66,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X178_Y226,,,5,9,,,85,    0.074474
67,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,Pickleweed_X176_Y92,,,5,10,,,273,    0.239193
68,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X186_Y103,,,5,11,,,64,    0.056074
69,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X197_Y135,,,5,12,,,148,    0.129672
70,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X225_Y41,,,5,13,,,100,    0.087616
71,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,Pickleweed_X198_Y51,,,5,14,,,100,    0.087616
72,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,Pickleweed_X185_Y145,,,5,15,,,182,    0.159462
73,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,Uplands_X168_Y121,,,5,16,,,1364,    1.195086
74,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X218_Y247,,,5,17,,,473,    0.414425
75,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X196_Y48,,,5,18,,,31,    0.027161
76,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,Uplands_X188_Y51,,,5,19,,,54,    0.047313
77,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X83_Y198,,,5,20,,,101,    0.088492
78,2,BARE SOIL-GREEN VEG,mudflat_X184_Y121,greenveg_X176_Y111,,,5,21,,,674,    0.590534
79,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X178_Y226,,,6,9,,,13,    0.011390
80,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X176_Y92,,,6,10,,,13,    0.011390
81,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X186_Y103,,,6,11,,,111,    0.097254
82,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X197_Y135,,,6,12,,,59,    0.051694
83,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X225_Y41,,,6,13,,,22,    0.019276
84,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X198_Y51,,,6,14,,,667,    0.584401
85,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X185_Y145,,,6,15,,,337,    0.295267
86,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X168_Y121,,,6,16,,,274,    0.240069
87,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X218_Y247,,,6,17,,,127,    0.111273
88,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X196_Y48,,,6,18,,,893,    0.782414
89,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X188_Y51,,,6,19,,,14,    0.012266
90,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X83_Y198,,,6,20,,,240,    0.210279
91,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X176_Y111,,,6,21,,,26,    0.022780
92,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X178_Y226,,,7,9,,,15,    0.013142
93,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X176_Y92,,,7,10,,,28,    0.024533
94,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X186_Y103,,,7,11,,,0,0
95,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X197_Y135,,,7,12,,,164,    0.143691
96,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X225_Y41,,,7,13,,,21,    0.018399
97,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X198_Y51,,,7,14,,,203,    0.177861
98,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X185_Y145,,,7,15,,,388,    0.339951
99,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X168_Y121,,,7,16,,,1197,    1.048767
100,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X218_Y247,,,7,17,,,619,    0.542345
101,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X196_Y48,,,7,18,,,910,    0.797308
102,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X188_Y51,,,7,19,,,419,    0.367112
103,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X83_Y198,,,7,20,,,205,    0.179613
104,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X176_Y111,,,7,21,,,848,    0.742986
105,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X178_Y226,,,8,9,,,215,    0.188375
106,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,Pickleweed_X176_Y92,,,8,10,,,602,    0.527450
107,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X186_Y103,,,8,11,,,58,    0.050817
108,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X197_Y135,,,8,12,,,1539,    1.348415
109,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X225_Y41,,,8,13,,,196,    0.171728
110,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,Pickleweed_X198_Y51,,,8,14,,,1316,    1.153031
111,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,Pickleweed_X185_Y145,,,8,15,,,5430,    4.757565
112,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,Uplands_X168_Y121,,,8,16,,,2256,    1.976624
113,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X218_Y247,,,8,17,,,210,    0.183994
114,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X196_Y48,,,8,18,,,7149,    6.263690
115,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,Uplands_X188_Y51,,,8,19,,,974,    0.853383
116,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X83_Y198,,,8,20,,,2442,    2.139590
117,2,BARE SOIL-GREEN VEG,mudflat_X192_Y115,greenveg_X176_Y111,,,8,21,,,526,    0.460862
118,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X151_Y331,,0,,22,,1,    0.000876
119,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X130_Y187,,0,,23,,0,0
120,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X151_Y331,,1,,22,,8,    0.007009
121,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X130_Y187,,1,,23,,10,    0.008762
122,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X151_Y331,,2,,22,,40,    0.035047
123,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X130_Y187,,2,,23,,28,    0.024533
124,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X151_Y331,,3,,22,,4,    0.003505
125,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X130_Y187,,3,,23,,1,    0.000876
126,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X151_Y331,,4,,22,,87,    0.076226
127,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X130_Y187,,4,,23,,232,    0.203270
128,2,BARE SOIL-NPV,mudflat_X184_Y121,,NPV_X151_Y331,,5,,22,,159,    0.139310
129,2,BARE SOIL-NPV,mudflat_X184_Y121,,NPV_X130_Y187,,5,,23,,91,    0.079731
130,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X151_Y331,,6,,22,,81,    0.070969
131,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X130_Y187,,6,,23,,105,    0.091997
132,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X151_Y331,,7,,22,,56,    0.049065
133,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X130_Y187,,7,,23,,176,    0.154205
134,2,BARE SOIL-NPV,mudflat_X192_Y115,,NPV_X151_Y331,,8,,22,,732,    0.641351
135,2,BARE SOIL-NPV,mudflat_X192_Y115,,NPV_X130_Y187,,8,,23,,3654,    3.201500
136,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Algae/Water_X166_Y190,0,,,24,359,    0.314543
137,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X172_Y208,0,,,25,138,    0.120911
138,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X172_Y158,0,,,26,44,    0.038551
139,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X216_Y154,0,,,27,49,    0.042932
140,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X207_Y145,0,,,28,134,    0.117406
141,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X161_Y225,0,,,29,14,    0.012266
142,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Algae/Water_X173_Y223,0,,,30,230,    0.201518
143,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X192_Y177,0,,,31,3,    0.002628
144,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X180_Y235,0,,,32,17,    0.014895
145,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X203_Y145,0,,,33,4,    0.003505
146,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X130_Y44,0,,,34,20,    0.017523
147,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X180_Y160,0,,,35,256,    0.224298
148,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X204_Y145,0,,,36,355,    0.311038
149,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X193_Y210,0,,,37,29,    0.025409
150,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X173_Y81,0,,,38,29,    0.025409
151,2,BARE SOIL-WATER,soil_X168_Y150,,,Algae/Water_X166_Y190,1,,,24,22,    0.019276
152,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X172_Y208,1,,,25,815,    0.714073
153,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X172_Y158,1,,,26,92,    0.080607
154,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X216_Y154,1,,,27,44,    0.038551
155,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X207_Y145,1,,,28,47,    0.041180
156,2,BARE SOIL-WATER,soil_X168_Y150,,,algae_X161_Y225,1,,,29,4,    0.003505
157,2,BARE SOIL-WATER,soil_X168_Y150,,,Algae/Water_X173_Y223,1,,,30,33,    0.028913
158,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X192_Y177,1,,,31,1,    0.000876
159,2,BARE SOIL-WATER,soil_X168_Y150,,,algae_X180_Y235,1,,,32,24,    0.021028
160,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X203_Y145,1,,,33,6,    0.005257
161,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X130_Y44,1,,,34,15,    0.013142
162,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X180_Y160,1,,,35,7,    0.006133
163,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X204_Y145,1,,,36,614,    0.537964
164,2,BARE SOIL-WATER,soil_X168_Y150,,,algae_X193_Y210,1,,,37,152,    0.133177
165,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X173_Y81,1,,,38,41,    0.035923
166,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X166_Y190,2,,,24,0,0
167,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X172_Y208,2,,,25,35,    0.030666
168,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X172_Y158,2,,,26,5,    0.004381
169,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X216_Y154,2,,,27,0,0
170,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X207_Y145,2,,,28,1,    0.000876
171,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X161_Y225,2,,,29,2,    0.001752
172,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X173_Y223,2,,,30,0,0
173,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X192_Y177,2,,,31,0,0
174,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X180_Y235,2,,,32,1,    0.000876
175,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X203_Y145,2,,,33,1,    0.000876
176,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X130_Y44,2,,,34,16,    0.014019
177,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X180_Y160,2,,,35,5,    0.004381
178,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X204_Y145,2,,,36,11,    0.009638
179,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X193_Y210,2,,,37,2,    0.001752
180,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X173_Y81,2,,,38,17,    0.014895
181,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Algae/Water_X166_Y190,3,,,24,2135,    1.870608
182,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X172_Y208,3,,,25,14359,   12.580826
183,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X172_Y158,3,,,26,117,    0.102511
184,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X216_Y154,3,,,27,819,    0.717578
185,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X207_Y145,3,,,28,120,    0.105140
186,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X161_Y225,3,,,29,43,    0.037675
187,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Algae/Water_X173_Y223,3,,,30,374,    0.327685
188,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X192_Y177,3,,,31,5,    0.004381
189,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X180_Y235,3,,,32,176,    0.154205
190,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X203_Y145,3,,,33,6,    0.005257
191,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X130_Y44,3,,,34,18,    0.015771
192,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X180_Y160,3,,,35,0,0
193,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X204_Y145,3,,,36,1394,    1.221371
194,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X193_Y210,3,,,37,855,    0.749119
195,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X173_Y81,3,,,38,83,    0.072722
196,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Algae/Water_X166_Y190,4,,,24,0,0
197,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X172_Y208,4,,,25,236,    0.206775
198,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X172_Y158,4,,,26,7,    0.006133
199,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X216_Y154,4,,,27,0,0
200,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X207_Y145,4,,,28,0,0
201,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X161_Y225,4,,,29,2,    0.001752
202,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Algae/Water_X173_Y223,4,,,30,0,0
203,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X192_Y177,4,,,31,0,0
204,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X180_Y235,4,,,32,0,0
205,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X203_Y145,4,,,33,1,    0.000876
206,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X130_Y44,4,,,34,23,    0.020152
207,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X180_Y160,4,,,35,19,    0.016647
208,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X204_Y145,4,,,36,20,    0.017523
209,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X193_Y210,4,,,37,22,    0.019276
210,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X173_Y81,4,,,38,34,    0.029790
211,2,BARE SOIL-WATER,mudflat_X184_Y121,,,Algae/Water_X166_Y190,5,,,24,10,    0.008762
212,2,BARE SOIL-WATER,mudflat_X184_Y121,,,Water_X172_Y208,5,,,25,1037,    0.908581
213,2,BARE SOIL-WATER,mudflat_X184_Y121,,,shallowwater_X172_Y158,5,,,26,735,    0.643980
214,2,BARE SOIL-WATER,mudflat_X184_Y121,,,Water_X216_Y154,5,,,27,84,    0.073598
215,2,BARE SOIL-WATER,mudflat_X184_Y121,,,shallowwater_X207_Y145,5,,,28,94,    0.082359
216,2,BARE SOIL-WATER,mudflat_X184_Y121,,,algae_X161_Y225,5,,,29,504,    0.441586
217,2,BARE SOIL-WATER,mudflat_X184_Y121,,,Algae/Water_X173_Y223,5,,,30,76,    0.066588
218,2,BARE SOIL-WATER,mudflat_X184_Y121,,,Water_X192_Y177,5,,,31,5,    0.004381
219,2,BARE SOIL-WATER,mudflat_X184_Y121,,,algae_X180_Y235,5,,,32,633,    0.554611
220,2,BARE SOIL-WATER,mudflat_X184_Y121,,,shallowwater_X203_Y145,5,,,33,0,0
221,2,BARE SOIL-WATER,mudflat_X184_Y121,,,shallowwater_X130_Y44,5,,,34,52,    0.045560
222,2,BARE SOIL-WATER,mudflat_X184_Y121,,,shallowwater_X180_Y160,5,,,35,22,    0.019276
223,2,BARE SOIL-WATER,mudflat_X184_Y121,,,Water_X204_Y145,5,,,36,395,    0.346084
224,2,BARE SOIL-WATER,mudflat_X184_Y121,,,algae_X193_Y210,5,,,37,224,    0.196261
225,2,BARE SOIL-WATER,mudflat_X184_Y121,,,shallowwater_X173_Y81,5,,,38,149,    0.130548
226,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Algae/Water_X166_Y190,6,,,24,3,    0.002628
227,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X172_Y208,6,,,25,19,    0.016647
228,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X172_Y158,6,,,26,7,    0.006133
229,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X216_Y154,6,,,27,14,    0.012266
230,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X207_Y145,6,,,28,19,    0.016647
231,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X161_Y225,6,,,29,0,0
232,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Algae/Water_X173_Y223,6,,,30,15,    0.013142
233,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X192_Y177,6,,,31,0,0
234,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X180_Y235,6,,,32,12,    0.010514
235,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X203_Y145,6,,,33,2,    0.001752
236,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X130_Y44,6,,,34,127,    0.111273
237,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X180_Y160,6,,,35,37,    0.032418
