Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,WATER,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,WATER_lib#,#pixels,%pixels
19,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Uplands_X168_Y121,,,2,17,,,0,0
20,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Uplands_X188_Y51,,,2,18,,,0,0
21,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X186_Y103,,,3,9,,,5,    0.004381
22,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X196_Y48,,,3,10,,,143,    0.125291
23,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X218_Y247,,,3,11,,,1,    0.000876
24,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X225_Y41,,,3,12,,,5,    0.004381
25,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X83_Y198,,,3,13,,,53,    0.046437
26,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X176_Y92,,,3,14,,,25,    0.021904
27,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X185_Y145,,,3,15,,,0,0
28,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X198_Y51,,,3,16,,,945,    0.827974
29,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X168_Y121,,,3,17,,,0,0
30,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X188_Y51,,,3,18,,,0,0
31,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X186_Y103,,,4,9,,,9,    0.007885
32,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X196_Y48,,,4,10,,,349,    0.305781
33,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X218_Y247,,,4,11,,,6,    0.005257
34,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X225_Y41,,,4,12,,,5,    0.004381
35,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X83_Y198,,,4,13,,,34,    0.029790
36,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X176_Y92,,,4,14,,,16,    0.014019
37,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X185_Y145,,,4,15,,,0,0
38,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X198_Y51,,,4,16,,,0,0
39,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Uplands_X168_Y121,,,4,17,,,0,0
40,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Uplands_X188_Y51,,,4,18,,,0,0
41,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X186_Y103,,,5,9,,,0,0
42,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X196_Y48,,,5,10,,,47,    0.041180
43,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X218_Y247,,,5,11,,,500,    0.438082
44,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X225_Y41,,,5,12,,,58,    0.050817
45,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X83_Y198,,,5,13,,,39,    0.034170
46,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Pickleweed_X176_Y92,,,5,14,,,32,    0.028037
47,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Pickleweed_X185_Y145,,,5,15,,,0,0
48,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Pickleweed_X198_Y51,,,5,16,,,0,0
49,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Uplands_X168_Y121,,,5,17,,,0,0
50,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Uplands_X188_Y51,,,5,18,,,0,0
51,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X186_Y103,,,6,9,,,39,    0.034170
52,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X196_Y48,,,6,10,,,341,    0.298772
53,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X218_Y247,,,6,11,,,466,    0.408292
54,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X225_Y41,,,6,12,,,44,    0.038551
55,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X83_Y198,,,6,13,,,144,    0.126167
56,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Pickleweed_X176_Y92,,,6,14,,,64,    0.056074
57,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Pickleweed_X185_Y145,,,6,15,,,0,0
58,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Pickleweed_X198_Y51,,,6,16,,,8,    0.007009
59,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Uplands_X168_Y121,,,6,17,,,0,0
60,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Uplands_X188_Y51,,,6,18,,,0,0
61,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X186_Y103,,,7,9,,,0,0
62,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X196_Y48,,,7,10,,,1374,    1.203848
63,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X218_Y247,,,7,11,,,596,    0.522193
64,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X225_Y41,,,7,12,,,112,    0.098130
65,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X83_Y198,,,7,13,,,103,    0.090245
66,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X176_Y92,,,7,14,,,51,    0.044684
67,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X185_Y145,,,7,15,,,8,    0.007009
68,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X198_Y51,,,7,16,,,117,    0.102511
69,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X168_Y121,,,7,17,,,0,0
70,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X188_Y51,,,7,18,,,1,    0.000876
71,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X186_Y103,,,8,9,,,1,    0.000876
72,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X196_Y48,,,8,10,,,302,    0.264601
73,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X218_Y247,,,8,11,,,93,    0.081483
74,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X225_Y41,,,8,12,,,22,    0.019276
75,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X83_Y198,,,8,13,,,80,    0.070093
76,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Pickleweed_X176_Y92,,,8,14,,,79,    0.069217
77,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Pickleweed_X185_Y145,,,8,15,,,0,0
78,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Pickleweed_X198_Y51,,,8,16,,,29,    0.025409
79,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Uplands_X168_Y121,,,8,17,,,0,0
80,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Uplands_X188_Y51,,,8,18,,,0,0
81,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X130_Y187,,1,,19,,1573,    1.378205
82,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X151_Y331,,1,,20,,336,    0.294391
83,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X24_Y102,,1,,21,,3916,    3.431055
84,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X130_Y187,,2,,19,,3,    0.002628
85,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X151_Y331,,2,,20,,11,    0.009638
86,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X24_Y102,,2,,21,,7,    0.006133
87,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X130_Y187,,3,,19,,0,0
88,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X151_Y331,,3,,20,,25,    0.021904
89,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X24_Y102,,3,,21,,3,    0.002628
90,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X130_Y187,,4,,19,,14,    0.012266
91,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X151_Y331,,4,,20,,27,    0.023656
92,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X24_Y102,,4,,21,,2,    0.001752
93,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X130_Y187,,5,,19,,0,0
94,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X151_Y331,,5,,20,,0,0
95,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X24_Y102,,5,,21,,0,0
96,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X130_Y187,,6,,19,,3,    0.002628
97,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X151_Y331,,6,,20,,6,    0.005257
98,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X24_Y102,,6,,21,,13,    0.011390
99,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X130_Y187,,7,,19,,10,    0.008762
100,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X151_Y331,,7,,20,,8,    0.007009
101,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X24_Y102,,7,,21,,0,0
102,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X130_Y187,,8,,19,,27,    0.023656
103,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X151_Y331,,8,,20,,64,    0.056074
104,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X24_Y102,,8,,21,,24,    0.021028
105,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Algae/Water_X166_Y190,1,,,22,82,    0.071845
106,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Algae/Water_X173_Y223,1,,,23,77,    0.067465
107,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X161_Y225,1,,,24,390,    0.341704
108,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X180_Y235,1,,,25,1025,    0.898067
109,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X193_Y210,1,,,26,515,    0.451224
110,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X130_Y44,1,,,27,132,    0.115654
111,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X172_Y158,1,,,28,2117,    1.854837
112,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X173_Y81,1,,,29,324,    0.283877
113,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X180_Y160,1,,,30,48,    0.042056
114,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X203_Y145,1,,,31,13,    0.011390
115,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X207_Y145,1,,,32,132,    0.115654
116,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X172_Y208,1,,,33,1800,    1.577094
117,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X192_Y177,1,,,34,8,    0.007009
118,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X204_Y145,1,,,35,508,    0.445091
119,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X216_Y154,1,,,36,95,    0.083235
120,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X166_Y190,2,,,22,0,0
121,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X173_Y223,2,,,23,0,0
122,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X161_Y225,2,,,24,0,0
123,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X180_Y235,2,,,25,2,    0.001752
124,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X193_Y210,2,,,26,1,    0.000876
125,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X130_Y44,2,,,27,2,    0.001752
126,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X172_Y158,2,,,28,0,0
127,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X173_Y81,2,,,29,0,0
128,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X180_Y160,2,,,30,12,    0.010514
129,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X203_Y145,2,,,31,1,    0.000876
130,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X207_Y145,2,,,32,4,    0.003505
131,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X172_Y208,2,,,33,27,    0.023656
132,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X192_Y177,2,,,34,0,0
133,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X204_Y145,2,,,35,2,    0.001752
134,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X216_Y154,2,,,36,0,0
135,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Algae/Water_X166_Y190,3,,,22,1,    0.000876
136,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Algae/Water_X173_Y223,3,,,23,0,0
137,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X161_Y225,3,,,24,0,0
138,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X180_Y235,3,,,25,0,0
139,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X193_Y210,3,,,26,0,0
140,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X130_Y44,3,,,27,38,    0.033294
141,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X172_Y158,3,,,28,140,    0.122663
142,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X173_Y81,3,,,29,96,    0.084112
143,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X180_Y160,3,,,30,34,    0.029790
144,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X203_Y145,3,,,31,0,0
145,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X207_Y145,3,,,32,4,    0.003505
146,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X172_Y208,3,,,33,9,    0.007885
147,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X192_Y177,3,,,34,0,0
148,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X204_Y145,3,,,35,2,    0.001752
149,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X216_Y154,3,,,36,2,    0.001752
150,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Algae/Water_X166_Y190,4,,,22,0,0
151,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Algae/Water_X173_Y223,4,,,23,0,0
152,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X161_Y225,4,,,24,0,0
153,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X180_Y235,4,,,25,0,0
154,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X193_Y210,4,,,26,6,    0.005257
155,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X130_Y44,4,,,27,0,0
156,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X172_Y158,4,,,28,0,0
157,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X173_Y81,4,,,29,16,    0.014019
158,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X180_Y160,4,,,30,0,0
159,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X203_Y145,4,,,31,0,0
160,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X207_Y145,4,,,32,0,0
161,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X172_Y208,4,,,33,893,    0.782414
162,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X192_Y177,4,,,34,0,0
163,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X204_Y145,4,,,35,0,0
164,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X216_Y154,4,,,36,2,    0.001752
165,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Algae/Water_X166_Y190,5,,,22,327,    0.286505
166,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Algae/Water_X173_Y223,5,,,23,231,    0.202394
167,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X161_Y225,5,,,24,7,    0.006133
168,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X180_Y235,5,,,25,23,    0.020152
169,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X193_Y210,5,,,26,72,    0.063084
170,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X130_Y44,5,,,27,62,    0.054322
171,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X172_Y158,5,,,28,3,    0.002628
172,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X173_Y81,5,,,29,189,    0.165595
173,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X180_Y160,5,,,30,455,    0.398654
174,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X203_Y145,5,,,31,27,    0.023656
175,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X207_Y145,5,,,32,156,    0.136681
176,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X172_Y208,5,,,33,100,    0.087616
177,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X192_Y177,5,,,34,4,    0.003505
178,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X204_Y145,5,,,35,566,    0.495908
179,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X216_Y154,5,,,36,59,    0.051694
180,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Algae/Water_X166_Y190,6,,,22,862,    0.755253
181,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Algae/Water_X173_Y223,6,,,23,220,    0.192756
182,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X161_Y225,6,,,24,15,    0.013142
183,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X180_Y235,6,,,25,42,    0.036799
184,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X193_Y210,6,,,26,366,    0.320676
185,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X130_Y44,6,,,27,33,    0.028913
186,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X172_Y158,6,,,28,3,    0.002628
187,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X173_Y81,6,,,29,129,    0.113025
188,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X180_Y160,6,,,30,0,0
189,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X203_Y145,6,,,31,0,0
190,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X207_Y145,6,,,32,58,    0.050817
191,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X172_Y208,6,,,33,15367,   13.463998
192,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X192_Y177,6,,,34,0,0
193,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X204_Y145,6,,,35,548,    0.480137
194,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X216_Y154,6,,,36,1024,    0.897191
195,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Algae/Water_X166_Y190,7,,,22,0,0
196,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Algae/Water_X173_Y223,7,,,23,6,    0.005257
197,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,algae_X161_Y225,7,,,24,3,    0.002628
198,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,algae_X180_Y235,7,,,25,36,    0.031542
199,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,algae_X193_Y210,7,,,26,196,    0.171728
200,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X130_Y44,7,,,27,0,0
201,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X172_Y158,7,,,28,12,    0.010514
202,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X173_Y81,7,,,29,1,    0.000876
203,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X180_Y160,7,,,30,0,0
204,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X203_Y145,7,,,31,0,0
205,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X207_Y145,7,,,32,22,    0.019276
206,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X172_Y208,7,,,33,55,    0.048189
207,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X192_Y177,7,,,34,0,0
208,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X204_Y145,7,,,35,134,    0.117406
209,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X216_Y154,7,,,36,20,    0.017523
210,2,BARE SOIL-WATER,soil_X168_Y150,,,Algae/Water_X166_Y190,8,,,22,4,    0.003505
211,2,BARE SOIL-WATER,soil_X168_Y150,,,Algae/Water_X173_Y223,8,,,23,45,    0.039427
212,2,BARE SOIL-WATER,soil_X168_Y150,,,algae_X161_Y225,8,,,24,18,    0.015771
213,2,BARE SOIL-WATER,soil_X168_Y150,,,algae_X180_Y235,8,,,25,38,    0.033294
214,2,BARE SOIL-WATER,soil_X168_Y150,,,algae_X193_Y210,8,,,26,167,    0.146319
215,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X130_Y44,8,,,27,141,    0.123539
216,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X172_Y158,8,,,28,0,0
217,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X173_Y81,8,,,29,387,    0.339075
218,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X180_Y160,8,,,30,25,    0.021904
219,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X203_Y145,8,,,31,7,    0.006133
220,2,BARE SOIL-WATER,soil_X168_Y150,,,shallowwater_X207_Y145,8,,,32,83,    0.072722
221,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X172_Y208,8,,,33,328,    0.287382
222,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X192_Y177,8,,,34,37,    0.032418
223,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X204_Y145,8,,,35,321,    0.281248
224,2,BARE SOIL-WATER,soil_X168_Y150,,,Water_X216_Y154,8,,,36,138,    0.120911
225,2,GREEN VEG-NPV,,greenveg_X186_Y103,NPV_X130_Y187,,,9,19,,0,0
226,2,GREEN VEG-NPV,,greenveg_X186_Y103,NPV_X151_Y331,,,9,20,,0,0
227,2,GREEN VEG-NPV,,greenveg_X186_Y103,NPV_X24_Y102,,,9,21,,1,    0.000876
228,2,GREEN VEG-NPV,,greenveg_X196_Y48,NPV_X130_Y187,,,10,19,,452,    0.396026
229,2,GREEN VEG-NPV,,greenveg_X196_Y48,NPV_X151_Y331,,,10,20,,896,    0.785042
230,2,GREEN VEG-NPV,,greenveg_X196_Y48,NPV_X24_Y102,,,10,21,,3914,    3.429303
231,2,GREEN VEG-NPV,,greenveg_X218_Y247,NPV_X130_Y187,,,11,19,,1050,    0.919971
232,2,GREEN VEG-NPV,,greenveg_X218_Y247,NPV_X151_Y331,,,11,20,,1274,    1.116232
233,2,GREEN VEG-NPV,,greenveg_X218_Y247,NPV_X24_Y102,,,11,21,,1024,    0.897191
234,2,GREEN VEG-NPV,,greenveg_X225_Y41,NPV_X130_Y187,,,12,19,,323,    0.283001
235,2,GREEN VEG-NPV,,greenveg_X225_Y41,NPV_X151_Y331,,,12,20,,30,    0.026285
236,2,GREEN VEG-NPV,,greenveg_X225_Y41,NPV_X24_Y102,,,12,21,,2492,    2.183398
237,2,GREEN VEG-NPV,,greenveg_X83_Y198,NPV_X130_Y187,,,13,19,,1755,    1.537666
238,2,GREEN VEG-NPV,,greenveg_X83_Y198,NPV_X151_Y331,,,13,20,,135,    0.118282
239,2,GREEN VEG-NPV,,greenveg_X83_Y198,NPV_X24_Y102,,,13,21,,2127,    1.863599
240,2,GREEN VEG-NPV,,Pickleweed_X176_Y92,NPV_X130_Y187,,,14,19,,40,    0.035047
241,2,GREEN VEG-NPV,,Pickleweed_X176_Y92,NPV_X151_Y331,,,14,20,,9,    0.007885
242,2,GREEN VEG-NPV,,Pickleweed_X176_Y92,NPV_X24_Y102,,,14,21,,178,    0.155957
243,2,GREEN VEG-NPV,,Pickleweed_X185_Y145,NPV_X130_Y187,,,15,19,,1,    0.000876
