Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,WATER,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,WATER_lib#,#pixels,%pixels
22,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X196_Y48,,,2,15,,,1845,    1.616521
23,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X218_Y247,,,2,16,,,713,    0.624704
24,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X225_Y41,,,2,17,,,38,    0.033294
25,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X83_Y198,,,2,18,,,914,    0.800813
26,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Pickleweed_X176_Y92,,,2,19,,,35,    0.030666
27,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Pickleweed_X185_Y145,,,2,20,,,39,    0.034170
28,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Pickleweed_X198_Y51,,,2,21,,,28,    0.024533
29,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Uplands_X168_Y121,,,2,22,,,300,    0.262849
30,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Uplands_X188_Y51,,,2,23,,,0,0
31,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,greenveg_X186_Y103,,,3,14,,,20,    0.017523
32,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,greenveg_X196_Y48,,,3,15,,,377,    0.330313
33,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,greenveg_X218_Y247,,,3,16,,,219,    0.191880
34,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,greenveg_X225_Y41,,,3,17,,,46,    0.040304
35,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,greenveg_X83_Y198,,,3,18,,,813,    0.712321
36,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,Pickleweed_X176_Y92,,,3,19,,,126,    0.110397
37,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,Pickleweed_X185_Y145,,,3,20,,,168,    0.147195
38,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,Pickleweed_X198_Y51,,,3,21,,,68,    0.059579
39,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,Uplands_X168_Y121,,,3,22,,,436,    0.382007
40,2,BARE SOIL-GREEN VEG,baresoil_X197_Y65,Uplands_X188_Y51,,,3,23,,,5,    0.004381
41,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X186_Y103,,,4,14,,,54,    0.047313
42,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X196_Y48,,,4,15,,,1168,    1.023358
43,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X218_Y247,,,4,16,,,1184,    1.037377
44,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X225_Y41,,,4,17,,,407,    0.356598
45,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X83_Y198,,,4,18,,,652,    0.571258
46,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X176_Y92,,,4,19,,,423,    0.370617
47,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X185_Y145,,,4,20,,,37,    0.032418
48,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X198_Y51,,,4,21,,,199,    0.174356
49,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X168_Y121,,,4,22,,,438,    0.383759
50,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X188_Y51,,,4,23,,,2,    0.001752
51,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X186_Y103,,,5,14,,,74,    0.064836
52,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X196_Y48,,,5,15,,,621,    0.544097
53,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X218_Y247,,,5,16,,,198,    0.173480
54,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X225_Y41,,,5,17,,,83,    0.072722
55,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,greenveg_X83_Y198,,,5,18,,,351,    0.307533
56,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X176_Y92,,,5,19,,,17,    0.014895
57,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X185_Y145,,,5,20,,,17,    0.014895
58,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Pickleweed_X198_Y51,,,5,21,,,2,    0.001752
59,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Uplands_X168_Y121,,,5,22,,,236,    0.206775
60,2,BARE SOIL-GREEN VEG,BareSoil_X200_Y136,Uplands_X188_Y51,,,5,23,,,8,    0.007009
61,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,greenveg_X186_Y103,,,6,14,,,93,    0.081483
62,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,greenveg_X196_Y48,,,6,15,,,646,    0.566001
63,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,greenveg_X218_Y247,,,6,16,,,1000,    0.876163
64,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,greenveg_X225_Y41,,,6,17,,,367,    0.321552
65,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,greenveg_X83_Y198,,,6,18,,,1136,    0.995321
66,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,Pickleweed_X176_Y92,,,6,19,,,485,    0.424939
67,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,Pickleweed_X185_Y145,,,6,20,,,209,    0.183118
68,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,Pickleweed_X198_Y51,,,6,21,,,88,    0.077102
69,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,Uplands_X168_Y121,,,6,22,,,1164,    1.019854
70,2,BARE SOIL-GREEN VEG,baresoil_X201_Y138,Uplands_X188_Y51,,,6,23,,,21,    0.018399
71,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,greenveg_X186_Y103,,,7,14,,,44,    0.038551
72,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,greenveg_X196_Y48,,,7,15,,,483,    0.423187
73,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,greenveg_X218_Y247,,,7,16,,,74,    0.064836
74,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,greenveg_X225_Y41,,,7,17,,,4,    0.003505
75,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,greenveg_X83_Y198,,,7,18,,,664,    0.581772
76,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,Pickleweed_X176_Y92,,,7,19,,,8,    0.007009
77,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,Pickleweed_X185_Y145,,,7,20,,,158,    0.138434
78,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,Pickleweed_X198_Y51,,,7,21,,,56,    0.049065
79,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,Uplands_X168_Y121,,,7,22,,,131,    0.114777
80,2,BARE SOIL-GREEN VEG,baresoil_X203_Y141,Uplands_X188_Y51,,,7,23,,,4,    0.003505
81,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X186_Y103,,,8,14,,,0,0
82,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X196_Y48,,,8,15,,,10,    0.008762
83,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X218_Y247,,,8,16,,,759,    0.665008
84,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X225_Y41,,,8,17,,,73,    0.063960
85,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X83_Y198,,,8,18,,,16,    0.014019
86,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Pickleweed_X176_Y92,,,8,19,,,18,    0.015771
87,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Pickleweed_X185_Y145,,,8,20,,,9,    0.007885
88,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Pickleweed_X198_Y51,,,8,21,,,2,    0.001752
89,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Uplands_X168_Y121,,,8,22,,,7,    0.006133
90,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Uplands_X188_Y51,,,8,23,,,0,0
91,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,greenveg_X186_Y103,,,9,14,,,205,    0.179613
92,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,greenveg_X196_Y48,,,9,15,,,3351,    2.936023
93,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,greenveg_X218_Y247,,,9,16,,,1118,    0.979550
94,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,greenveg_X225_Y41,,,9,17,,,87,    0.076226
95,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,greenveg_X83_Y198,,,9,18,,,9410,    8.244695
96,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,Pickleweed_X176_Y92,,,9,19,,,39,    0.034170
97,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,Pickleweed_X185_Y145,,,9,20,,,1790,    1.568332
98,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,Pickleweed_X198_Y51,,,9,21,,,381,    0.333818
99,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,Uplands_X168_Y121,,,9,22,,,2557,    2.240349
100,2,BARE SOIL-GREEN VEG,baresoil_X220_Y138,Uplands_X188_Y51,,,9,23,,,77,    0.067465
101,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,greenveg_X186_Y103,,,10,14,,,239,    0.209403
102,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,greenveg_X196_Y48,,,10,15,,,2340,    2.050222
103,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,greenveg_X218_Y247,,,10,16,,,237,    0.207651
104,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,greenveg_X225_Y41,,,10,17,,,16,    0.014019
105,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,greenveg_X83_Y198,,,10,18,,,4368,    3.827080
106,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,Pickleweed_X176_Y92,,,10,19,,,4,    0.003505
107,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,Pickleweed_X185_Y145,,,10,20,,,2499,    2.189532
108,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,Pickleweed_X198_Y51,,,10,21,,,618,    0.541469
109,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,Uplands_X168_Y121,,,10,22,,,1475,    1.292341
110,2,BARE SOIL-GREEN VEG,baresoil_X220_Y140,Uplands_X188_Y51,,,10,23,,,5,    0.004381
111,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X186_Y103,,,11,14,,,18,    0.015771
112,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X196_Y48,,,11,15,,,7,    0.006133
113,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X218_Y247,,,11,16,,,678,    0.594039
114,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X225_Y41,,,11,17,,,200,    0.175233
115,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X83_Y198,,,11,18,,,57,    0.049941
116,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Pickleweed_X176_Y92,,,11,19,,,198,    0.173480
117,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Pickleweed_X185_Y145,,,11,20,,,17,    0.014895
118,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Pickleweed_X198_Y51,,,11,21,,,5,    0.004381
119,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Uplands_X168_Y121,,,11,22,,,241,    0.211155
120,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Uplands_X188_Y51,,,11,23,,,0,0
121,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X186_Y103,,,12,14,,,11,    0.009638
122,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X196_Y48,,,12,15,,,163,    0.142815
123,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X218_Y247,,,12,16,,,1057,    0.926104
124,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X225_Y41,,,12,17,,,124,    0.108644
125,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X83_Y198,,,12,18,,,204,    0.178737
126,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X176_Y92,,,12,19,,,120,    0.105140
127,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X185_Y145,,,12,20,,,12,    0.010514
128,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X198_Y51,,,12,21,,,121,    0.106016
129,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X168_Y121,,,12,22,,,143,    0.125291
130,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X188_Y51,,,12,23,,,27,    0.023656
131,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X186_Y103,,,13,14,,,106,    0.092873
132,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X196_Y48,,,13,15,,,243,    0.212908
133,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X218_Y247,,,13,16,,,176,    0.154205
134,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X225_Y41,,,13,17,,,28,    0.024533
135,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X83_Y198,,,13,18,,,68,    0.059579
136,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Pickleweed_X176_Y92,,,13,19,,,34,    0.029790
137,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Pickleweed_X185_Y145,,,13,20,,,8,    0.007009
138,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Pickleweed_X198_Y51,,,13,21,,,112,    0.098130
139,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Uplands_X168_Y121,,,13,22,,,78,    0.068341
140,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Uplands_X188_Y51,,,13,23,,,6,    0.005257
141,2,BARE SOIL-NPV,BareSoil_X182_Y120,,NPV_X130_Y187,,0,,24,,215,    0.188375
142,2,BARE SOIL-NPV,BareSoil_X182_Y120,,NPV_X151_Y331,,0,,25,,72,    0.063084
143,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X130_Y187,,1,,24,,120,    0.105140
144,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X151_Y331,,1,,25,,50,    0.043808
145,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X130_Y187,,2,,24,,11,    0.009638
146,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X151_Y331,,2,,25,,27,    0.023656
147,2,BARE SOIL-NPV,baresoil_X197_Y65,,NPV_X130_Y187,,3,,24,,196,    0.171728
148,2,BARE SOIL-NPV,baresoil_X197_Y65,,NPV_X151_Y331,,3,,25,,142,    0.124415
149,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X130_Y187,,4,,24,,141,    0.123539
150,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X151_Y331,,4,,25,,66,    0.057827
151,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X130_Y187,,5,,24,,15,    0.013142
152,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X151_Y331,,5,,25,,28,    0.024533
153,2,BARE SOIL-NPV,baresoil_X201_Y138,,NPV_X130_Y187,,6,,24,,471,    0.412673
154,2,BARE SOIL-NPV,baresoil_X201_Y138,,NPV_X151_Y331,,6,,25,,721,    0.631714
155,2,BARE SOIL-NPV,baresoil_X203_Y141,,NPV_X130_Y187,,7,,24,,31,    0.027161
156,2,BARE SOIL-NPV,baresoil_X203_Y141,,NPV_X151_Y331,,7,,25,,327,    0.286505
157,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X130_Y187,,8,,24,,1,    0.000876
158,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X151_Y331,,8,,25,,0,0
159,2,BARE SOIL-NPV,baresoil_X220_Y138,,NPV_X130_Y187,,9,,24,,172,    0.150700
160,2,BARE SOIL-NPV,baresoil_X220_Y138,,NPV_X151_Y331,,9,,25,,26,    0.022780
161,2,BARE SOIL-NPV,baresoil_X220_Y140,,NPV_X130_Y187,,10,,24,,1057,    0.926104
162,2,BARE SOIL-NPV,baresoil_X220_Y140,,NPV_X151_Y331,,10,,25,,289,    0.253211
163,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X130_Y187,,11,,24,,1,    0.000876
164,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X151_Y331,,11,,25,,2,    0.001752
165,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X130_Y187,,12,,24,,41,    0.035923
166,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X151_Y331,,12,,25,,14,    0.012266
167,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X130_Y187,,13,,24,,18,    0.015771
168,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X151_Y331,,13,,25,,16,    0.014019
169,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Algae/Water_X166_Y190,0,,,26,1,    0.000876
170,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Algae/Water_X173_Y223,0,,,27,33,    0.028913
171,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,algae_X161_Y225,0,,,28,1,    0.000876
172,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,algae_X180_Y235,0,,,29,57,    0.049941
173,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,algae_X193_Y210,0,,,30,80,    0.070093
174,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X130_Y44,0,,,31,34,    0.029790
175,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X172_Y158,0,,,32,0,0
176,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X173_Y81,0,,,33,137,    0.120034
177,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X180_Y160,0,,,34,54,    0.047313
178,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X203_Y145,0,,,35,2,    0.001752
179,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X207_Y145,0,,,36,2,    0.001752
180,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,water_X167_Y168,0,,,37,11,    0.009638
181,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X172_Y208,0,,,38,4,    0.003505
182,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,water_X181_Y227,0,,,39,50,    0.043808
183,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X192_Y177,0,,,40,16,    0.014019
184,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X204_Y145,0,,,41,159,    0.139310
185,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X216_Y154,0,,,42,2,    0.001752
186,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Algae/Water_X166_Y190,1,,,26,16,    0.014019
187,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Algae/Water_X173_Y223,1,,,27,110,    0.096378
188,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X161_Y225,1,,,28,50,    0.043808
189,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X180_Y235,1,,,29,135,    0.118282
190,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X193_Y210,1,,,30,75,    0.065712
191,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X130_Y44,1,,,31,224,    0.196261
192,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X172_Y158,1,,,32,0,0
193,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X173_Y81,1,,,33,257,    0.225174
194,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X180_Y160,1,,,34,26,    0.022780
195,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X203_Y145,1,,,35,11,    0.009638
196,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X207_Y145,1,,,36,17,    0.014895
197,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,water_X167_Y168,1,,,37,425,    0.372369
198,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X172_Y208,1,,,38,387,    0.339075
199,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,water_X181_Y227,1,,,39,267,    0.233936
200,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X192_Y177,1,,,40,197,    0.172604
201,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X204_Y145,1,,,41,210,    0.183994
202,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X216_Y154,1,,,42,125,    0.109520
203,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X166_Y190,2,,,26,8,    0.007009
204,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X173_Y223,2,,,27,19,    0.016647
205,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X161_Y225,2,,,28,2,    0.001752
206,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X180_Y235,2,,,29,3,    0.002628
207,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X193_Y210,2,,,30,7,    0.006133
208,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X130_Y44,2,,,31,71,    0.062208
209,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X172_Y158,2,,,32,0,0
210,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X173_Y81,2,,,33,104,    0.091121
211,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X180_Y160,2,,,34,12,    0.010514
212,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X203_Y145,2,,,35,21,    0.018399
213,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X207_Y145,2,,,36,8,    0.007009
214,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,water_X167_Y168,2,,,37,35,    0.030666
215,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X172_Y208,2,,,38,50,    0.043808
216,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,water_X181_Y227,2,,,39,2,    0.001752
217,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X192_Y177,2,,,40,7,    0.006133
218,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X204_Y145,2,,,41,21,    0.018399
219,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X216_Y154,2,,,42,9,    0.007885
220,2,BARE SOIL-WATER,baresoil_X197_Y65,,,Algae/Water_X166_Y190,3,,,26,0,0
221,2,BARE SOIL-WATER,baresoil_X197_Y65,,,Algae/Water_X173_Y223,3,,,27,7,    0.006133
222,2,BARE SOIL-WATER,baresoil_X197_Y65,,,algae_X161_Y225,3,,,28,75,    0.065712
223,2,BARE SOIL-WATER,baresoil_X197_Y65,,,algae_X180_Y235,3,,,29,282,    0.247078
224,2,BARE SOIL-WATER,baresoil_X197_Y65,,,algae_X193_Y210,3,,,30,34,    0.029790
225,2,BARE SOIL-WATER,baresoil_X197_Y65,,,shallowwater_X130_Y44,3,,,31,20,    0.017523
226,2,BARE SOIL-WATER,baresoil_X197_Y65,,,shallowwater_X172_Y158,3,,,32,70,    0.061331
227,2,BARE SOIL-WATER,baresoil_X197_Y65,,,shallowwater_X173_Y81,3,,,33,18,    0.015771
228,2,BARE SOIL-WATER,baresoil_X197_Y65,,,shallowwater_X180_Y160,3,,,34,3,    0.002628
229,2,BARE SOIL-WATER,baresoil_X197_Y65,,,shallowwater_X203_Y145,3,,,35,2,    0.001752
230,2,BARE SOIL-WATER,baresoil_X197_Y65,,,shallowwater_X207_Y145,3,,,36,8,    0.007009
231,2,BARE SOIL-WATER,baresoil_X197_Y65,,,water_X167_Y168,3,,,37,2,    0.001752
232,2,BARE SOIL-WATER,baresoil_X197_Y65,,,Water_X172_Y208,3,,,38,14,    0.012266
233,2,BARE SOIL-WATER,baresoil_X197_Y65,,,water_X181_Y227,3,,,39,4,    0.003505
234,2,BARE SOIL-WATER,baresoil_X197_Y65,,,Water_X192_Y177,3,,,40,1,    0.000876
