Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,WATER,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,WATER_lib#,#pixels,%pixels
91,2,BARE SOIL-NPV,BareSoil_X182_Y120,,NPV_X130_Y187,,0,,19,,543,    0.475757
92,2,BARE SOIL-NPV,BareSoil_X182_Y120,,NPV_X151_Y331,,0,,20,,69,    0.060455
93,2,BARE SOIL-NPV,BareSoil_X182_Y120,,NPV_X24_Y102,,0,,21,,1836,    1.608635
94,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X130_Y187,,1,,19,,33,    0.028913
95,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X151_Y331,,1,,20,,40,    0.035047
96,2,BARE SOIL-NPV,BareSoil_X184_Y114,,NPV_X24_Y102,,1,,21,,140,    0.122663
97,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X130_Y187,,2,,19,,7,    0.006133
98,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X151_Y331,,2,,20,,21,    0.018399
99,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X24_Y102,,2,,21,,38,    0.033294
100,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X130_Y187,,3,,19,,334,    0.292638
101,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X151_Y331,,3,,20,,55,    0.048189
102,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X24_Y102,,3,,21,,1577,    1.381709
103,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X130_Y187,,4,,19,,22,    0.019276
104,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X151_Y331,,4,,20,,15,    0.013142
105,2,BARE SOIL-NPV,BareSoil_X200_Y136,,NPV_X24_Y102,,4,,21,,51,    0.044684
106,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X130_Y187,,5,,19,,0,0
107,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X151_Y331,,5,,20,,2,    0.001752
108,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X24_Y102,,5,,21,,0,0
109,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X130_Y187,,6,,19,,6,    0.005257
110,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X151_Y331,,6,,20,,12,    0.010514
111,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X24_Y102,,6,,21,,1,    0.000876
112,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X130_Y187,,7,,19,,49,    0.042932
113,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X151_Y331,,7,,20,,22,    0.019276
114,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X24_Y102,,7,,21,,83,    0.072722
115,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X130_Y187,,8,,19,,6,    0.005257
116,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X151_Y331,,8,,20,,17,    0.014895
117,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X24_Y102,,8,,21,,13,    0.011390
118,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Algae/Water_X166_Y190,0,,,22,1,    0.000876
119,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Algae/Water_X173_Y223,0,,,23,33,    0.028913
120,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,algae_X161_Y225,0,,,24,21,    0.018399
121,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,algae_X180_Y235,0,,,25,164,    0.143691
122,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,algae_X193_Y210,0,,,26,90,    0.078855
123,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X130_Y44,0,,,27,134,    0.117406
124,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X172_Y158,0,,,28,15,    0.013142
125,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X173_Y81,0,,,29,600,    0.525698
126,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X180_Y160,0,,,30,78,    0.068341
127,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X203_Y145,0,,,31,21,    0.018399
128,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,shallowwater_X207_Y145,0,,,32,4,    0.003505
129,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X172_Y208,0,,,33,31,    0.027161
130,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X192_Y177,0,,,34,6,    0.005257
131,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X204_Y145,0,,,35,176,    0.154205
132,2,BARE SOIL-WATER,BareSoil_X182_Y120,,,Water_X216_Y154,0,,,36,10,    0.008762
133,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Algae/Water_X166_Y190,1,,,22,177,    0.155081
134,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Algae/Water_X173_Y223,1,,,23,116,    0.101635
135,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X161_Y225,1,,,24,277,    0.242697
136,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X180_Y235,1,,,25,525,    0.459986
137,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,algae_X193_Y210,1,,,26,65,    0.056951
138,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X130_Y44,1,,,27,419,    0.367112
139,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X172_Y158,1,,,28,527,    0.461738
140,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X173_Y81,1,,,29,261,    0.228679
141,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X180_Y160,1,,,30,544,    0.476633
142,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X203_Y145,1,,,31,101,    0.088492
143,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,shallowwater_X207_Y145,1,,,32,50,    0.043808
144,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X172_Y208,1,,,33,890,    0.779785
145,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X192_Y177,1,,,34,273,    0.239193
146,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X204_Y145,1,,,35,314,    0.275115
147,2,BARE SOIL-WATER,BareSoil_X184_Y114,,,Water_X216_Y154,1,,,36,368,    0.322428
148,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X166_Y190,2,,,22,1,    0.000876
149,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Algae/Water_X173_Y223,2,,,23,1,    0.000876
150,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X161_Y225,2,,,24,3,    0.002628
151,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X180_Y235,2,,,25,6,    0.005257
152,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,algae_X193_Y210,2,,,26,3,    0.002628
153,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X130_Y44,2,,,27,6,    0.005257
154,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X172_Y158,2,,,28,22,    0.019276
155,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X173_Y81,2,,,29,15,    0.013142
156,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X180_Y160,2,,,30,4,    0.003505
157,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X203_Y145,2,,,31,2,    0.001752
158,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,shallowwater_X207_Y145,2,,,32,3,    0.002628
159,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X172_Y208,2,,,33,178,    0.155957
160,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X192_Y177,2,,,34,1,    0.000876
161,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X204_Y145,2,,,35,6,    0.005257
162,2,BARE SOIL-WATER,BareSoil_X191_Y113,,,Water_X216_Y154,2,,,36,3,    0.002628
163,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Algae/Water_X166_Y190,3,,,22,16,    0.014019
164,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Algae/Water_X173_Y223,3,,,23,38,    0.033294
165,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X161_Y225,3,,,24,67,    0.058703
166,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X180_Y235,3,,,25,192,    0.168223
167,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,algae_X193_Y210,3,,,26,302,    0.264601
168,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X130_Y44,3,,,27,141,    0.123539
169,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X172_Y158,3,,,28,444,    0.389016
170,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X173_Y81,3,,,29,151,    0.132301
171,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X180_Y160,3,,,30,88,    0.077102
172,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X203_Y145,3,,,31,5,    0.004381
173,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,shallowwater_X207_Y145,3,,,32,99,    0.086740
174,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X172_Y208,3,,,33,235,    0.205898
175,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X192_Y177,3,,,34,4,    0.003505
176,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X204_Y145,3,,,35,209,    0.183118
177,2,BARE SOIL-WATER,BareSoil_X199_Y142,,,Water_X216_Y154,3,,,36,22,    0.019276
178,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Algae/Water_X166_Y190,4,,,22,12,    0.010514
179,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Algae/Water_X173_Y223,4,,,23,0,0
180,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X161_Y225,4,,,24,11,    0.009638
181,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X180_Y235,4,,,25,8,    0.007009
182,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,algae_X193_Y210,4,,,26,43,    0.037675
183,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X130_Y44,4,,,27,23,    0.020152
184,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X172_Y158,4,,,28,18,    0.015771
185,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X173_Y81,4,,,29,131,    0.114777
186,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X180_Y160,4,,,30,11,    0.009638
187,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X203_Y145,4,,,31,6,    0.005257
188,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,shallowwater_X207_Y145,4,,,32,4,    0.003505
189,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X172_Y208,4,,,33,416,    0.364484
190,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X192_Y177,4,,,34,1,    0.000876
191,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X204_Y145,4,,,35,52,    0.045560
192,2,BARE SOIL-WATER,BareSoil_X200_Y136,,,Water_X216_Y154,4,,,36,1,    0.000876
193,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Algae/Water_X166_Y190,5,,,22,411,    0.360103
194,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Algae/Water_X173_Y223,5,,,23,324,    0.283877
195,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X161_Y225,5,,,24,42,    0.036799
196,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X180_Y235,5,,,25,41,    0.035923
197,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,algae_X193_Y210,5,,,26,55,    0.048189
198,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X130_Y44,5,,,27,30,    0.026285
199,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X172_Y158,5,,,28,95,    0.083235
200,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X173_Y81,5,,,29,68,    0.059579
201,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X180_Y160,5,,,30,502,    0.439834
202,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X203_Y145,5,,,31,11,    0.009638
203,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,shallowwater_X207_Y145,5,,,32,39,    0.034170
204,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X172_Y208,5,,,33,185,    0.162090
205,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X192_Y177,5,,,34,6,    0.005257
206,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X204_Y145,5,,,35,638,    0.558992
207,2,BARE SOIL-WATER,BareSoil_X219_Y150,,,Water_X216_Y154,5,,,36,42,    0.036799
208,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Algae/Water_X166_Y190,6,,,22,1610,    1.410623
209,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Algae/Water_X173_Y223,6,,,23,404,    0.353970
210,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X161_Y225,6,,,24,77,    0.067465
211,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X180_Y235,6,,,25,174,    0.152452
212,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,algae_X193_Y210,6,,,26,554,    0.485394
213,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X130_Y44,6,,,27,12,    0.010514
214,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X172_Y158,6,,,28,570,    0.499413
215,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X173_Y81,6,,,29,140,    0.122663
216,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X180_Y160,6,,,30,2,    0.001752
217,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X203_Y145,6,,,31,4,    0.003505
218,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,shallowwater_X207_Y145,6,,,32,98,    0.085864
219,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X172_Y208,6,,,33,15542,   13.617327
220,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X192_Y177,6,,,34,16,    0.014019
221,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X204_Y145,6,,,35,824,    0.721958
222,2,BARE SOIL-WATER,BareSoil_X220_Y142,,,Water_X216_Y154,6,,,36,935,    0.819212
223,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Algae/Water_X166_Y190,7,,,22,8,    0.007009
224,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Algae/Water_X173_Y223,7,,,23,17,    0.014895
225,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,algae_X161_Y225,7,,,24,17,    0.014895
226,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,algae_X180_Y235,7,,,25,153,    0.134053
227,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,algae_X193_Y210,7,,,26,211,    0.184870
228,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X130_Y44,7,,,27,4,    0.003505
229,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X172_Y158,7,,,28,70,    0.061331
230,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X173_Y81,7,,,29,6,    0.005257
231,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X180_Y160,7,,,30,30,    0.026285
232,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X203_Y145,7,,,31,0,0
233,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,shallowwater_X207_Y145,7,,,32,60,    0.052570
234,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X172_Y208,7,,,33,58,    0.050817
235,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X192_Y177,7,,,34,2,    0.001752
236,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X204_Y145,7,,,35,332,    0.290886
237,2,BARE SOIL-WATER,BareSoil_X225_Y62,,,Water_X216_Y154,7,,,36,53,    0.046437
