Model#,#EM,Model,ALGAE/WATER,BARE SOIL,PICKLEWEED,SHALLOW WATER,UPLANDS,WATER,ALGAE/WATER_lib#,BARE SOIL_lib#,PICKLEWEED_lib#,SHALLOW WATER_lib#,UPLANDS_lib#,WATER_lib#,#pixels,%pixels
13169,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,Uplands_X197_Y47,,1,,35,42,48,,0,0
13170,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,Uplands_X232_Y23,,1,,35,42,49,,0,0
13171,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,Uplands_X233_Y22,,1,,35,42,50,,0,0
13172,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X143_Y104,,1,,35,43,47,,0,0
13173,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X197_Y47,,1,,35,43,48,,0,0
13174,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X232_Y23,,1,,35,43,49,,0,0
13175,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X233_Y22,,1,,35,43,50,,0,0
13176,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,Uplands_X143_Y104,,1,,36,38,47,,0,0
13177,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,Uplands_X197_Y47,,1,,36,38,48,,0,0
13178,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,Uplands_X232_Y23,,1,,36,38,49,,0,0
13179,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,Uplands_X233_Y22,,1,,36,38,50,,0,0
13180,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y54,Uplands_X143_Y104,,1,,36,39,47,,0,0
13181,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y54,Uplands_X197_Y47,,1,,36,39,48,,0,0
13182,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y54,Uplands_X232_Y23,,1,,36,39,49,,0,0
13183,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y54,Uplands_X233_Y22,,1,,36,39,50,,0,0
13184,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,Uplands_X143_Y104,,1,,36,40,47,,0,0
13185,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,Uplands_X197_Y47,,1,,36,40,48,,0,0
13186,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,Uplands_X232_Y23,,1,,36,40,49,,0,0
13187,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,Uplands_X233_Y22,,1,,36,40,50,,0,0
13188,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,Uplands_X143_Y104,,1,,36,41,47,,0,0
13189,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,Uplands_X197_Y47,,1,,36,41,48,,0,0
13190,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,Uplands_X232_Y23,,1,,36,41,49,,0,0
13191,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,Uplands_X233_Y22,,1,,36,41,50,,0,0
13192,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,Uplands_X143_Y104,,1,,36,42,47,,0,0
13193,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,Uplands_X197_Y47,,1,,36,42,48,,0,0
13194,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,Uplands_X232_Y23,,1,,36,42,49,,0,0
13195,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,Uplands_X233_Y22,,1,,36,42,50,,0,0
13196,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X143_Y104,,1,,36,43,47,,0,0
13197,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X197_Y47,,1,,36,43,48,,0,0
13198,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X232_Y23,,1,,36,43,49,,0,0
13199,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,Uplands_X233_Y22,,1,,36,43,50,,0,0
13200,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,Uplands_X143_Y104,,1,,37,38,47,,0,0
13201,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,Uplands_X197_Y47,,1,,37,38,48,,0,0
13202,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,Uplands_X232_Y23,,1,,37,38,49,,0,0
13203,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,Uplands_X233_Y22,,1,,37,38,50,,0,0
13204,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y54,Uplands_X143_Y104,,1,,37,39,47,,0,0
13205,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y54,Uplands_X197_Y47,,1,,37,39,48,,0,0
13206,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y54,Uplands_X232_Y23,,1,,37,39,49,,0,0
13207,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y54,Uplands_X233_Y22,,1,,37,39,50,,0,0
13208,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,Uplands_X143_Y104,,1,,37,40,47,,0,0
13209,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,Uplands_X197_Y47,,1,,37,40,48,,0,0
13210,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,Uplands_X232_Y23,,1,,37,40,49,,0,0
13211,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,Uplands_X233_Y22,,1,,37,40,50,,0,0
13212,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,Uplands_X143_Y104,,1,,37,41,47,,0,0
13213,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,Uplands_X197_Y47,,1,,37,41,48,,0,0
13214,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,Uplands_X232_Y23,,1,,37,41,49,,0,0
13215,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,Uplands_X233_Y22,,1,,37,41,50,,0,0
13216,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,Uplands_X143_Y104,,1,,37,42,47,,0,0
13217,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,Uplands_X197_Y47,,1,,37,42,48,,0,0
13218,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,Uplands_X232_Y23,,1,,37,42,49,,0,0
13219,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,Uplands_X233_Y22,,1,,37,42,50,,0,0
13220,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,Uplands_X143_Y104,,1,,37,43,47,,0,0
13221,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,Uplands_X197_Y47,,1,,37,43,48,,0,0
13222,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,Uplands_X232_Y23,,1,,37,43,49,,0,0
13223,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X172_Y224,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,Uplands_X233_Y22,,1,,37,43,50,,0,0
13224,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X143_Y104,,2,,24,38,47,,0,0
13225,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X197_Y47,,2,,24,38,48,,0,0
13226,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X232_Y23,,2,,24,38,49,,0,0
13227,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X233_Y22,,2,,24,38,50,,0,0
13228,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X143_Y104,,2,,24,39,47,,0,0
13229,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X197_Y47,,2,,24,39,48,,0,0
13230,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X232_Y23,,2,,24,39,49,,0,0
13231,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X233_Y22,,2,,24,39,50,,0,0
13232,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X143_Y104,,2,,24,40,47,,0,0
13233,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X197_Y47,,2,,24,40,48,,0,0
13234,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X232_Y23,,2,,24,40,49,,0,0
13235,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X233_Y22,,2,,24,40,50,,0,0
13236,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X143_Y104,,2,,24,41,47,,0,0
13237,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X197_Y47,,2,,24,41,48,,0,0
13238,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X232_Y23,,2,,24,41,49,,0,0
13239,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X233_Y22,,2,,24,41,50,,0,0
13240,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X143_Y104,,2,,24,42,47,,0,0
13241,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X197_Y47,,2,,24,42,48,,0,0
13242,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X232_Y23,,2,,24,42,49,,0,0
13243,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X233_Y22,,2,,24,42,50,,0,0
13244,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X143_Y104,,2,,24,43,47,,0,0
13245,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X197_Y47,,2,,24,43,48,,0,0
13246,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X232_Y23,,2,,24,43,49,,0,0
13247,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X233_Y22,,2,,24,43,50,,0,0
13248,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X143_Y104,,2,,25,38,47,,0,0
13249,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X197_Y47,,2,,25,38,48,,0,0
13250,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X232_Y23,,2,,25,38,49,,0,0
13251,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X233_Y22,,2,,25,38,50,,0,0
13252,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X143_Y104,,2,,25,39,47,,0,0
13253,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X197_Y47,,2,,25,39,48,,0,0
13254,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X232_Y23,,2,,25,39,49,,0,0
13255,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X233_Y22,,2,,25,39,50,,0,0
13256,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X143_Y104,,2,,25,40,47,,0,0
13257,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X197_Y47,,2,,25,40,48,,0,0
13258,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X232_Y23,,2,,25,40,49,,0,0
13259,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X233_Y22,,2,,25,40,50,,0,0
13260,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X143_Y104,,2,,25,41,47,,0,0
13261,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X197_Y47,,2,,25,41,48,,0,0
13262,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X232_Y23,,2,,25,41,49,,0,0
13263,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X233_Y22,,2,,25,41,50,,0,0
13264,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X143_Y104,,2,,25,42,47,,0,0
13265,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X197_Y47,,2,,25,42,48,,0,0
13266,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X232_Y23,,2,,25,42,49,,0,0
13267,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X233_Y22,,2,,25,42,50,,0,0
13268,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X143_Y104,,2,,25,43,47,,0,0
13269,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X197_Y47,,2,,25,43,48,,0,0
13270,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X232_Y23,,2,,25,43,49,,0,0
13271,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,Uplands_X233_Y22,,2,,25,43,50,,0,0
13272,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X143_Y104,,2,,26,38,47,,0,0
13273,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X197_Y47,,2,,26,38,48,,0,0
13274,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X232_Y23,,2,,26,38,49,,0,0
13275,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X137_Y49,Uplands_X233_Y22,,2,,26,38,50,,0,0
13276,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X143_Y104,,2,,26,39,47,,0,0
13277,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X197_Y47,,2,,26,39,48,,0,0
13278,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X232_Y23,,2,,26,39,49,,0,0
13279,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y54,Uplands_X233_Y22,,2,,26,39,50,,0,0
13280,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X143_Y104,,2,,26,40,47,,0,0
13281,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X197_Y47,,2,,26,40,48,,0,0
13282,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X232_Y23,,2,,26,40,49,,0,0
13283,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,Uplands_X233_Y22,,2,,26,40,50,,0,0
13284,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X143_Y104,,2,,26,41,47,,0,0
13285,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X197_Y47,,2,,26,41,48,,0,0
13286,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X232_Y23,,2,,26,41,49,,0,0
13287,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,Uplands_X233_Y22,,2,,26,41,50,,0,0
13288,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X143_Y104,,2,,26,42,47,,0,0
13289,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X197_Y47,,2,,26,42,48,,0,0
13290,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X232_Y23,,2,,26,42,49,,0,0
13291,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-UPLANDS,Algae/Water_X176_Y217,,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,Uplands_X233_Y22,,2,,26,42,50,,0,0
