Model#,#EM,Model,ALGAE/WATER,BARE SOIL,PICKLEWEED,SHALLOW WATER,UPLANDS,WATER,ALGAE/WATER_lib#,BARE SOIL_lib#,PICKLEWEED_lib#,SHALLOW WATER_lib#,UPLANDS_lib#,WATER_lib#,#pixels,%pixels
8779,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X137_Y49,,Water_X210_Y122,2,,29,34,,49,0,0
8780,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X198_Y199,,Water_X174_Y193,2,,29,35,,46,0,0
8781,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X198_Y199,,Water_X198_Y103,2,,29,35,,47,0,0
8782,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X198_Y199,,Water_X199_Y103,2,,29,35,,48,0,0
8783,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X198_Y199,,Water_X210_Y122,2,,29,35,,49,0,0
8784,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y59,,Water_X174_Y193,2,,29,36,,46,0,0
8785,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y59,,Water_X198_Y103,2,,29,36,,47,0,0
8786,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y59,,Water_X199_Y103,2,,29,36,,48,0,0
8787,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y59,,Water_X210_Y122,2,,29,36,,49,0,0
8788,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y60,,Water_X174_Y193,2,,29,37,,46,0,0
8789,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y60,,Water_X198_Y103,2,,29,37,,47,0,0
8790,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y60,,Water_X199_Y103,2,,29,37,,48,0,0
8791,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X200_Y60,,Water_X210_Y122,2,,29,37,,49,0,0
8792,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X202_Y211,,Water_X174_Y193,2,,29,38,,46,0,0
8793,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X202_Y211,,Water_X198_Y103,2,,29,38,,47,0,0
8794,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X202_Y211,,Water_X199_Y103,2,,29,38,,48,0,0
8795,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X202_Y211,,Water_X210_Y122,2,,29,38,,49,0,0
8796,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X203_Y211,,Water_X174_Y193,2,,29,39,,46,0,0
8797,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X203_Y211,,Water_X198_Y103,2,,29,39,,47,0,0
8798,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X203_Y211,,Water_X199_Y103,2,,29,39,,48,0,0
8799,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X198_Y50,ShallowWater_X203_Y211,,Water_X210_Y122,2,,29,39,,49,0,0
8800,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X137_Y49,,Water_X174_Y193,2,,30,34,,46,0,0
8801,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X137_Y49,,Water_X198_Y103,2,,30,34,,47,0,0
8802,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X137_Y49,,Water_X199_Y103,2,,30,34,,48,0,0
8803,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X137_Y49,,Water_X210_Y122,2,,30,34,,49,0,0
8804,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X198_Y199,,Water_X174_Y193,2,,30,35,,46,0,0
8805,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X198_Y199,,Water_X198_Y103,2,,30,35,,47,0,0
8806,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X198_Y199,,Water_X199_Y103,2,,30,35,,48,0,0
8807,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X198_Y199,,Water_X210_Y122,2,,30,35,,49,0,0
8808,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y59,,Water_X174_Y193,2,,30,36,,46,0,0
8809,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y59,,Water_X198_Y103,2,,30,36,,47,0,0
8810,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y59,,Water_X199_Y103,2,,30,36,,48,0,0
8811,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y59,,Water_X210_Y122,2,,30,36,,49,0,0
8812,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y60,,Water_X174_Y193,2,,30,37,,46,0,0
8813,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y60,,Water_X198_Y103,2,,30,37,,47,0,0
8814,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y60,,Water_X199_Y103,2,,30,37,,48,0,0
8815,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X200_Y60,,Water_X210_Y122,2,,30,37,,49,0,0
8816,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X202_Y211,,Water_X174_Y193,2,,30,38,,46,0,0
8817,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X202_Y211,,Water_X198_Y103,2,,30,38,,47,0,0
8818,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X202_Y211,,Water_X199_Y103,2,,30,38,,48,0,0
8819,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X202_Y211,,Water_X210_Y122,2,,30,38,,49,0,0
8820,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X203_Y211,,Water_X174_Y193,2,,30,39,,46,0,0
8821,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X203_Y211,,Water_X198_Y103,2,,30,39,,47,0,0
8822,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X203_Y211,,Water_X199_Y103,2,,30,39,,48,0,0
8823,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X200_Y50,ShallowWater_X203_Y211,,Water_X210_Y122,2,,30,39,,49,0,0
8824,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,,Water_X174_Y193,2,,31,34,,46,0,0
8825,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,,Water_X198_Y103,2,,31,34,,47,0,0
8826,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,,Water_X199_Y103,2,,31,34,,48,0,0
8827,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X137_Y49,,Water_X210_Y122,2,,31,34,,49,0,0
8828,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X198_Y199,,Water_X174_Y193,2,,31,35,,46,0,0
8829,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X198_Y199,,Water_X198_Y103,2,,31,35,,47,0,0
8830,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X198_Y199,,Water_X199_Y103,2,,31,35,,48,0,0
8831,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X198_Y199,,Water_X210_Y122,2,,31,35,,49,0,0
8832,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,Water_X174_Y193,2,,31,36,,46,0,0
8833,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,Water_X198_Y103,2,,31,36,,47,0,0
8834,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,Water_X199_Y103,2,,31,36,,48,0,0
8835,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,Water_X210_Y122,2,,31,36,,49,0,0
8836,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,Water_X174_Y193,2,,31,37,,46,0,0
8837,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,Water_X198_Y103,2,,31,37,,47,0,0
8838,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,Water_X199_Y103,2,,31,37,,48,0,0
8839,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,Water_X210_Y122,2,,31,37,,49,0,0
8840,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,Water_X174_Y193,2,,31,38,,46,0,0
8841,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,Water_X198_Y103,2,,31,38,,47,0,0
8842,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,Water_X199_Y103,2,,31,38,,48,0,0
8843,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,Water_X210_Y122,2,,31,38,,49,0,0
8844,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,Water_X174_Y193,2,,31,39,,46,0,0
8845,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,Water_X198_Y103,2,,31,39,,47,0,0
8846,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,Water_X199_Y103,2,,31,39,,48,0,0
8847,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,Water_X210_Y122,2,,31,39,,49,0,0
8848,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X137_Y49,,Water_X174_Y193,2,,32,34,,46,0,0
8849,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X137_Y49,,Water_X198_Y103,2,,32,34,,47,0,0
8850,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X137_Y49,,Water_X199_Y103,2,,32,34,,48,0,0
8851,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X137_Y49,,Water_X210_Y122,2,,32,34,,49,0,0
8852,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X198_Y199,,Water_X174_Y193,2,,32,35,,46,0,0
8853,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X198_Y199,,Water_X198_Y103,2,,32,35,,47,0,0
8854,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X198_Y199,,Water_X199_Y103,2,,32,35,,48,0,0
8855,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X198_Y199,,Water_X210_Y122,2,,32,35,,49,0,0
8856,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y59,,Water_X174_Y193,2,,32,36,,46,0,0
8857,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y59,,Water_X198_Y103,2,,32,36,,47,0,0
8858,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y59,,Water_X199_Y103,2,,32,36,,48,0,0
8859,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y59,,Water_X210_Y122,2,,32,36,,49,0,0
8860,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y60,,Water_X174_Y193,2,,32,37,,46,0,0
8861,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y60,,Water_X198_Y103,2,,32,37,,47,0,0
8862,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y60,,Water_X199_Y103,2,,32,37,,48,0,0
8863,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X200_Y60,,Water_X210_Y122,2,,32,37,,49,0,0
8864,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X202_Y211,,Water_X174_Y193,2,,32,38,,46,0,0
8865,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X202_Y211,,Water_X198_Y103,2,,32,38,,47,0,0
8866,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X202_Y211,,Water_X199_Y103,2,,32,38,,48,0,0
8867,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X202_Y211,,Water_X210_Y122,2,,32,38,,49,0,0
8868,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X203_Y211,,Water_X174_Y193,2,,32,39,,46,0,0
8869,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X203_Y211,,Water_X198_Y103,2,,32,39,,47,0,0
8870,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X203_Y211,,Water_X199_Y103,2,,32,39,,48,0,0
8871,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y162,ShallowWater_X203_Y211,,Water_X210_Y122,2,,32,39,,49,0,0
8872,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,,Water_X174_Y193,2,,33,34,,46,0,0
8873,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,,Water_X198_Y103,2,,33,34,,47,0,0
8874,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,,Water_X199_Y103,2,,33,34,,48,0,0
8875,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X137_Y49,,Water_X210_Y122,2,,33,34,,49,0,0
8876,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X198_Y199,,Water_X174_Y193,2,,33,35,,46,0,0
8877,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X198_Y199,,Water_X198_Y103,2,,33,35,,47,0,0
8878,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X198_Y199,,Water_X199_Y103,2,,33,35,,48,0,0
8879,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X198_Y199,,Water_X210_Y122,2,,33,35,,49,0,0
8880,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,,Water_X174_Y193,2,,33,36,,46,0,0
8881,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,,Water_X198_Y103,2,,33,36,,47,0,0
8882,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,,Water_X199_Y103,2,,33,36,,48,0,0
8883,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y59,,Water_X210_Y122,2,,33,36,,49,0,0
8884,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,,Water_X174_Y193,2,,33,37,,46,0,0
8885,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,,Water_X198_Y103,2,,33,37,,47,0,0
8886,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,,Water_X199_Y103,2,,33,37,,48,0,0
8887,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X200_Y60,,Water_X210_Y122,2,,33,37,,49,0,0
8888,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,,Water_X174_Y193,2,,33,38,,46,0,0
8889,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,,Water_X198_Y103,2,,33,38,,47,0,0
8890,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,,Water_X199_Y103,2,,33,38,,48,0,0
8891,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X202_Y211,,Water_X210_Y122,2,,33,38,,49,0,0
8892,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,,Water_X174_Y193,2,,33,39,,46,0,0
8893,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,,Water_X198_Y103,2,,33,39,,47,0,0
8894,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,,Water_X199_Y103,2,,33,39,,48,0,0
8895,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X176_Y217,,Pickleweed_X217_Y163,ShallowWater_X203_Y211,,Water_X210_Y122,2,,33,39,,49,0,0
8896,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X174_Y193,3,,21,34,,46,0,0
8897,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X198_Y103,3,,21,34,,47,0,0
8898,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X199_Y103,3,,21,34,,48,0,0
8899,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X137_Y49,,Water_X210_Y122,3,,21,34,,49,0,0
8900,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X174_Y193,3,,21,35,,46,0,0
8901,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X198_Y103,3,,21,35,,47,0,0
8902,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X199_Y103,3,,21,35,,48,0,0
8903,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X198_Y199,,Water_X210_Y122,3,,21,35,,49,0,0
8904,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X174_Y193,3,,21,36,,46,0,0
8905,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X198_Y103,3,,21,36,,47,0,0
8906,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X199_Y103,3,,21,36,,48,0,0
8907,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,Water_X210_Y122,3,,21,36,,49,0,0
8908,4,ALGAE/WATER-PICKLEWEED-SHALLOW WATER-WATER,Algae/Water_X177_Y217,,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,,Water_X174_Y193,3,,21,37,,46,0,0
