Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,WATER,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,WATER_lib#,#pixels,%pixels
50,2,BARE SOIL-GREEN VEG,baresoil_X184_Y150,pickleweed_X215_Y133,,,3,24,,,1,    0.000876
51,2,BARE SOIL-GREEN VEG,baresoil_X184_Y150,Uplands_X168_Y121,,,3,25,,,298,    0.261097
52,2,BARE SOIL-GREEN VEG,baresoil_X184_Y150,Uplands_X188_Y51,,,3,26,,,246,    0.215536
53,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X186_Y103,,,4,14,,,37,    0.032418
54,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X218_Y247,,,4,15,,,64,    0.056074
55,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X225_Y41,,,4,16,,,2,    0.001752
56,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,greenveg_X83_Y198,,,4,17,,,41,    0.035923
57,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,pickleweed_X174_Y231,,,4,18,,,7,    0.006133
58,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,pickleweed_X175_Y92,,,4,19,,,20,    0.017523
59,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Pickleweed_X176_Y92,,,4,20,,,0,0
60,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,pickleweed_X184_Y134,,,4,21,,,172,    0.150700
61,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,pickleweed_X189_Y52,,,4,22,,,14,    0.012266
62,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,pickleweed_X201_Y133,,,4,23,,,19,    0.016647
63,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,pickleweed_X215_Y133,,,4,24,,,1,    0.000876
64,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Uplands_X168_Y121,,,4,25,,,224,    0.196261
65,2,BARE SOIL-GREEN VEG,BareSoil_X191_Y113,Uplands_X188_Y51,,,4,26,,,88,    0.077102
66,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,greenveg_X186_Y103,,,5,14,,,23,    0.020152
67,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,greenveg_X218_Y247,,,5,15,,,119,    0.104263
68,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,greenveg_X225_Y41,,,5,16,,,2,    0.001752
69,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,greenveg_X83_Y198,,,5,17,,,343,    0.300524
70,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,pickleweed_X174_Y231,,,5,18,,,5,    0.004381
71,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,pickleweed_X175_Y92,,,5,19,,,13,    0.011390
72,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,Pickleweed_X176_Y92,,,5,20,,,0,0
73,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,pickleweed_X184_Y134,,,5,21,,,116,    0.101635
74,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,pickleweed_X189_Y52,,,5,22,,,18,    0.015771
75,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,pickleweed_X201_Y133,,,5,23,,,74,    0.064836
76,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,pickleweed_X215_Y133,,,5,24,,,1,    0.000876
77,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,Uplands_X168_Y121,,,5,25,,,350,    0.306657
78,2,BARE SOIL-GREEN VEG,baresoil_X195_Y149,Uplands_X188_Y51,,,5,26,,,202,    0.176985
79,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X186_Y103,,,6,14,,,56,    0.049065
80,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X218_Y247,,,6,15,,,232,    0.203270
81,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X225_Y41,,,6,16,,,8,    0.007009
82,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,greenveg_X83_Y198,,,6,17,,,95,    0.083235
83,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,pickleweed_X174_Y231,,,6,18,,,2,    0.001752
84,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,pickleweed_X175_Y92,,,6,19,,,57,    0.049941
85,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Pickleweed_X176_Y92,,,6,20,,,1,    0.000876
86,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,pickleweed_X184_Y134,,,6,21,,,249,    0.218165
87,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,pickleweed_X189_Y52,,,6,22,,,10,    0.008762
88,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,pickleweed_X201_Y133,,,6,23,,,84,    0.073598
89,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,pickleweed_X215_Y133,,,6,24,,,2,    0.001752
90,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X168_Y121,,,6,25,,,471,    0.412673
91,2,BARE SOIL-GREEN VEG,BareSoil_X199_Y142,Uplands_X188_Y51,,,6,26,,,57,    0.049941
92,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,greenveg_X186_Y103,,,7,14,,,151,    0.132301
93,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,greenveg_X218_Y247,,,7,15,,,16,    0.014019
94,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,greenveg_X225_Y41,,,7,16,,,1,    0.000876
95,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,greenveg_X83_Y198,,,7,17,,,92,    0.080607
96,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,pickleweed_X174_Y231,,,7,18,,,8,    0.007009
97,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,pickleweed_X175_Y92,,,7,19,,,12,    0.010514
98,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,Pickleweed_X176_Y92,,,7,20,,,0,0
99,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,pickleweed_X184_Y134,,,7,21,,,126,    0.110397
100,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,pickleweed_X189_Y52,,,7,22,,,13,    0.011390
101,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,pickleweed_X201_Y133,,,7,23,,,99,    0.086740
102,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,pickleweed_X215_Y133,,,7,24,,,1,    0.000876
103,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,Uplands_X168_Y121,,,7,25,,,438,    0.383759
104,2,BARE SOIL-GREEN VEG,baresoil_X202_Y138,Uplands_X188_Y51,,,7,26,,,184,    0.161214
105,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,greenveg_X186_Y103,,,8,14,,,83,    0.072722
106,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,greenveg_X218_Y247,,,8,15,,,61,    0.053446
107,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,greenveg_X225_Y41,,,8,16,,,7,    0.006133
108,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,greenveg_X83_Y198,,,8,17,,,2219,    1.944206
109,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,pickleweed_X174_Y231,,,8,18,,,14,    0.012266
110,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,pickleweed_X175_Y92,,,8,19,,,42,    0.036799
111,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,Pickleweed_X176_Y92,,,8,20,,,0,0
112,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,pickleweed_X184_Y134,,,8,21,,,274,    0.240069
113,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,pickleweed_X189_Y52,,,8,22,,,37,    0.032418
114,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,pickleweed_X201_Y133,,,8,23,,,270,    0.236564
115,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,pickleweed_X215_Y133,,,8,24,,,3,    0.002628
116,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,Uplands_X168_Y121,,,8,25,,,3404,    2.982459
117,2,BARE SOIL-GREEN VEG,baresoil_X203_Y146,Uplands_X188_Y51,,,8,26,,,2783,    2.438362
118,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,greenveg_X186_Y103,,,9,14,,,92,    0.080607
119,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,greenveg_X218_Y247,,,9,15,,,26,    0.022780
120,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,greenveg_X225_Y41,,,9,16,,,6,    0.005257
121,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,greenveg_X83_Y198,,,9,17,,,51,    0.044684
122,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,pickleweed_X174_Y231,,,9,18,,,5,    0.004381
123,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,pickleweed_X175_Y92,,,9,19,,,36,    0.031542
124,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,Pickleweed_X176_Y92,,,9,20,,,13,    0.011390
125,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,pickleweed_X184_Y134,,,9,21,,,72,    0.063084
126,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,pickleweed_X189_Y52,,,9,22,,,11,    0.009638
127,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,pickleweed_X201_Y133,,,9,23,,,75,    0.065712
128,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,pickleweed_X215_Y133,,,9,24,,,8,    0.007009
129,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,Uplands_X168_Y121,,,9,25,,,159,    0.139310
130,2,BARE SOIL-GREEN VEG,baresoil_X219_Y145,Uplands_X188_Y51,,,9,26,,,99,    0.086740
131,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X186_Y103,,,10,14,,,2,    0.001752
132,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X218_Y247,,,10,15,,,674,    0.590534
133,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X225_Y41,,,10,16,,,6,    0.005257
134,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,greenveg_X83_Y198,,,10,17,,,1,    0.000876
135,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,pickleweed_X174_Y231,,,10,18,,,5,    0.004381
136,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,pickleweed_X175_Y92,,,10,19,,,9,    0.007885
137,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Pickleweed_X176_Y92,,,10,20,,,3,    0.002628
138,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,pickleweed_X184_Y134,,,10,21,,,31,    0.027161
139,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,pickleweed_X189_Y52,,,10,22,,,6,    0.005257
140,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,pickleweed_X201_Y133,,,10,23,,,35,    0.030666
141,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,pickleweed_X215_Y133,,,10,24,,,0,0
142,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Uplands_X168_Y121,,,10,25,,,39,    0.034170
143,2,BARE SOIL-GREEN VEG,BareSoil_X219_Y150,Uplands_X188_Y51,,,10,26,,,10,    0.008762
144,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X186_Y103,,,11,14,,,27,    0.023656
145,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X218_Y247,,,11,15,,,820,    0.718454
146,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X225_Y41,,,11,16,,,75,    0.065712
147,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,greenveg_X83_Y198,,,11,17,,,15,    0.013142
148,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,pickleweed_X174_Y231,,,11,18,,,6,    0.005257
149,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,pickleweed_X175_Y92,,,11,19,,,99,    0.086740
150,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Pickleweed_X176_Y92,,,11,20,,,85,    0.074474
151,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,pickleweed_X184_Y134,,,11,21,,,12,    0.010514
152,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,pickleweed_X189_Y52,,,11,22,,,15,    0.013142
153,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,pickleweed_X201_Y133,,,11,23,,,44,    0.038551
154,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,pickleweed_X215_Y133,,,11,24,,,14,    0.012266
155,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Uplands_X168_Y121,,,11,25,,,391,    0.342580
156,2,BARE SOIL-GREEN VEG,BareSoil_X220_Y142,Uplands_X188_Y51,,,11,26,,,21,    0.018399
157,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X186_Y103,,,12,14,,,4,    0.003505
158,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X218_Y247,,,12,15,,,543,    0.475757
159,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X225_Y41,,,12,16,,,31,    0.027161
160,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,greenveg_X83_Y198,,,12,17,,,225,    0.197137
161,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,pickleweed_X174_Y231,,,12,18,,,1,    0.000876
162,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,pickleweed_X175_Y92,,,12,19,,,81,    0.070969
163,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Pickleweed_X176_Y92,,,12,20,,,10,    0.008762
164,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,pickleweed_X184_Y134,,,12,21,,,74,    0.064836
165,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,pickleweed_X189_Y52,,,12,22,,,6,    0.005257
166,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,pickleweed_X201_Y133,,,12,23,,,29,    0.025409
167,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,pickleweed_X215_Y133,,,12,24,,,4,    0.003505
168,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X168_Y121,,,12,25,,,326,    0.285629
169,2,BARE SOIL-GREEN VEG,BareSoil_X225_Y62,Uplands_X188_Y51,,,12,26,,,151,    0.132301
170,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X186_Y103,,,13,14,,,66,    0.057827
171,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X218_Y247,,,13,15,,,51,    0.044684
172,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X225_Y41,,,13,16,,,9,    0.007885
173,2,BARE SOIL-GREEN VEG,soil_X168_Y150,greenveg_X83_Y198,,,13,17,,,21,    0.018399
174,2,BARE SOIL-GREEN VEG,soil_X168_Y150,pickleweed_X174_Y231,,,13,18,,,14,    0.012266
175,2,BARE SOIL-GREEN VEG,soil_X168_Y150,pickleweed_X175_Y92,,,13,19,,,17,    0.014895
176,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Pickleweed_X176_Y92,,,13,20,,,5,    0.004381
177,2,BARE SOIL-GREEN VEG,soil_X168_Y150,pickleweed_X184_Y134,,,13,21,,,126,    0.110397
178,2,BARE SOIL-GREEN VEG,soil_X168_Y150,pickleweed_X189_Y52,,,13,22,,,28,    0.024533
179,2,BARE SOIL-GREEN VEG,soil_X168_Y150,pickleweed_X201_Y133,,,13,23,,,57,    0.049941
180,2,BARE SOIL-GREEN VEG,soil_X168_Y150,pickleweed_X215_Y133,,,13,24,,,16,    0.014019
181,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Uplands_X168_Y121,,,13,25,,,114,    0.099883
182,2,BARE SOIL-GREEN VEG,soil_X168_Y150,Uplands_X188_Y51,,,13,26,,,34,    0.029790
183,2,BARE SOIL-NPV,baresoil_X171_Y167,,NPV_X130_Y187,,0,,27,,2990,    2.619728
184,2,BARE SOIL-NPV,baresoil_X171_Y167,,NPV_X151_Y331,,0,,28,,227,    0.198889
185,2,BARE SOIL-NPV,baresoil_X181_Y117,,NPV_X130_Y187,,1,,27,,210,    0.183994
186,2,BARE SOIL-NPV,baresoil_X181_Y117,,NPV_X151_Y331,,1,,28,,90,    0.078855
187,2,BARE SOIL-NPV,baresoil_X182_Y112,,NPV_X130_Y187,,2,,27,,234,    0.205022
188,2,BARE SOIL-NPV,baresoil_X182_Y112,,NPV_X151_Y331,,2,,28,,135,    0.118282
189,2,BARE SOIL-NPV,baresoil_X184_Y150,,NPV_X130_Y187,,3,,27,,416,    0.364484
190,2,BARE SOIL-NPV,baresoil_X184_Y150,,NPV_X151_Y331,,3,,28,,202,    0.176985
191,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X130_Y187,,4,,27,,32,    0.028037
192,2,BARE SOIL-NPV,BareSoil_X191_Y113,,NPV_X151_Y331,,4,,28,,28,    0.024533
193,2,BARE SOIL-NPV,baresoil_X195_Y149,,NPV_X130_Y187,,5,,27,,266,    0.233059
194,2,BARE SOIL-NPV,baresoil_X195_Y149,,NPV_X151_Y331,,5,,28,,89,    0.077979
195,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X130_Y187,,6,,27,,52,    0.045560
196,2,BARE SOIL-NPV,BareSoil_X199_Y142,,NPV_X151_Y331,,6,,28,,132,    0.115654
197,2,BARE SOIL-NPV,baresoil_X202_Y138,,NPV_X130_Y187,,7,,27,,160,    0.140186
198,2,BARE SOIL-NPV,baresoil_X202_Y138,,NPV_X151_Y331,,7,,28,,117,    0.102511
199,2,BARE SOIL-NPV,baresoil_X203_Y146,,NPV_X130_Y187,,8,,27,,2398,    2.101039
200,2,BARE SOIL-NPV,baresoil_X203_Y146,,NPV_X151_Y331,,8,,28,,307,    0.268982
201,2,BARE SOIL-NPV,baresoil_X219_Y145,,NPV_X130_Y187,,9,,27,,307,    0.268982
202,2,BARE SOIL-NPV,baresoil_X219_Y145,,NPV_X151_Y331,,9,,28,,89,    0.077979
203,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X130_Y187,,10,,27,,1,    0.000876
204,2,BARE SOIL-NPV,BareSoil_X219_Y150,,NPV_X151_Y331,,10,,28,,1,    0.000876
205,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X130_Y187,,11,,27,,6,    0.005257
206,2,BARE SOIL-NPV,BareSoil_X220_Y142,,NPV_X151_Y331,,11,,28,,8,    0.007009
207,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X130_Y187,,12,,27,,23,    0.020152
208,2,BARE SOIL-NPV,BareSoil_X225_Y62,,NPV_X151_Y331,,12,,28,,21,    0.018399
209,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X130_Y187,,13,,27,,21,    0.018399
210,2,BARE SOIL-NPV,soil_X168_Y150,,NPV_X151_Y331,,13,,28,,16,    0.014019
211,2,BARE SOIL-WATER,baresoil_X171_Y167,,,Algae/Water_X166_Y190,0,,,29,79,    0.069217
212,2,BARE SOIL-WATER,baresoil_X171_Y167,,,Algae/Water_X173_Y223,0,,,30,0,0
213,2,BARE SOIL-WATER,baresoil_X171_Y167,,,algae_X161_Y225,0,,,31,9,    0.007885
214,2,BARE SOIL-WATER,baresoil_X171_Y167,,,algae_X169_Y184,0,,,32,5,    0.004381
215,2,BARE SOIL-WATER,baresoil_X171_Y167,,,algae_X175_Y212,0,,,33,6,    0.005257
216,2,BARE SOIL-WATER,baresoil_X171_Y167,,,algae_X180_Y227,0,,,34,2,    0.001752
217,2,BARE SOIL-WATER,baresoil_X171_Y167,,,algae_X180_Y235,0,,,35,26,    0.022780
218,2,BARE SOIL-WATER,baresoil_X171_Y167,,,algae_X193_Y210,0,,,36,37,    0.032418
219,2,BARE SOIL-WATER,baresoil_X171_Y167,,,shallowwater_X130_Y44,0,,,37,2,    0.001752
220,2,BARE SOIL-WATER,baresoil_X171_Y167,,,shallowwater_X172_Y158,0,,,38,131,    0.114777
221,2,BARE SOIL-WATER,baresoil_X171_Y167,,,shallowwater_X173_Y81,0,,,39,0,0
222,2,BARE SOIL-WATER,baresoil_X171_Y167,,,shallowwater_X180_Y160,0,,,40,2,    0.001752
223,2,BARE SOIL-WATER,baresoil_X171_Y167,,,shallowwater_X203_Y145,0,,,41,1,    0.000876
224,2,BARE SOIL-WATER,baresoil_X171_Y167,,,shallowwater_X207_Y145,0,,,42,0,0
225,2,BARE SOIL-WATER,baresoil_X171_Y167,,,Water_X172_Y208,0,,,43,52,    0.045560
226,2,BARE SOIL-WATER,baresoil_X171_Y167,,,Water_X192_Y177,0,,,44,0,0
227,2,BARE SOIL-WATER,baresoil_X171_Y167,,,Water_X204_Y145,0,,,45,0,0
228,2,BARE SOIL-WATER,baresoil_X171_Y167,,,Water_X216_Y154,0,,,46,2,    0.001752
229,2,BARE SOIL-WATER,baresoil_X181_Y117,,,Algae/Water_X166_Y190,1,,,29,2,    0.001752
230,2,BARE SOIL-WATER,baresoil_X181_Y117,,,Algae/Water_X173_Y223,1,,,30,12,    0.010514
231,2,BARE SOIL-WATER,baresoil_X181_Y117,,,algae_X161_Y225,1,,,31,49,    0.042932
232,2,BARE SOIL-WATER,baresoil_X181_Y117,,,algae_X169_Y184,1,,,32,13,    0.011390
