Model#,#EM,Model,BARE SOIL,GREEN VEG,NPV,BARE SOIL_lib#,GREEN VEG_lib#,NPV_lib#,#pixels,%pixels
164,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,0,29,59,0,0
165,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,220420b.20m.asd                 No-OAR,0,29,60,0,0
166,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,220420b.24m.asd                 No-OAR,0,29,61,0,0
167,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,0,29,62,0,0
168,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,220420b.28m.asd                 No-OAR,0,29,63,0,0
169,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,220420c.20m.asd                 No-OAR,0,29,64,0,0
170,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,Pickleweed_X157_Y148,0,29,65,0,0
171,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,Pickleweed_X166_Y88,0,29,66,0,0
172,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,Pickleweed_X175_Y92,0,29,67,0,0
173,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,Pickleweed_X179_Y140,0,29,68,2,    0.001752
174,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,Pickleweed_X198_Y49,0,29,69,0,0
175,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,Uplands_X113_Y71,0,29,70,0,0
176,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,220420d.8m.asd                 No-OAR,Uplands_X188_Y50,0,29,71,6,    0.005257
177,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420a.13m.asd                 No-OAR,0,33,56,0,0
178,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420a.15m.asd                 No-OAR,0,33,57,0,0
179,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420a.16m.asd                 No-OAR,0,33,58,0,0
180,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,0,33,59,0,0
181,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420b.20m.asd                 No-OAR,0,33,60,0,0
182,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420b.24m.asd                 No-OAR,0,33,61,0,0
183,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,0,33,62,0,0
184,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420b.28m.asd                 No-OAR,0,33,63,0,0
185,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,220420c.20m.asd                 No-OAR,0,33,64,0,0
186,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,Pickleweed_X157_Y148,0,33,65,1,    0.000876
187,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,Pickleweed_X166_Y88,0,33,66,0,0
188,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,Pickleweed_X175_Y92,0,33,67,0,0
189,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,Pickleweed_X179_Y140,0,33,68,0,0
190,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,Pickleweed_X198_Y49,0,33,69,23,    0.020152
191,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,Uplands_X113_Y71,0,33,70,15,    0.013142
192,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X175_Y257,Uplands_X188_Y50,0,33,71,1,    0.000876
193,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420a.13m.asd                 No-OAR,0,34,56,0,0
194,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420a.15m.asd                 No-OAR,0,34,57,0,0
195,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420a.16m.asd                 No-OAR,0,34,58,0,0
196,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,0,34,59,1,    0.000876
197,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420b.20m.asd                 No-OAR,0,34,60,0,0
198,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420b.24m.asd                 No-OAR,0,34,61,0,0
199,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,0,34,62,0,0
200,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420b.28m.asd                 No-OAR,0,34,63,0,0
201,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,220420c.20m.asd                 No-OAR,0,34,64,1,    0.000876
202,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,Pickleweed_X157_Y148,0,34,65,0,0
203,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,Pickleweed_X166_Y88,0,34,66,0,0
204,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,Pickleweed_X175_Y92,0,34,67,0,0
205,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,Pickleweed_X179_Y140,0,34,68,0,0
206,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,Pickleweed_X198_Y49,0,34,69,0,0
207,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,Uplands_X113_Y71,0,34,70,0,0
208,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X176_Y92,Uplands_X188_Y50,0,34,71,0,0
209,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420a.13m.asd                 No-OAR,0,39,56,0,0
210,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420a.15m.asd                 No-OAR,0,39,57,0,0
211,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420a.16m.asd                 No-OAR,0,39,58,1,    0.000876
212,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,0,39,59,0,0
213,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420b.20m.asd                 No-OAR,0,39,60,0,0
214,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420b.24m.asd                 No-OAR,0,39,61,0,0
215,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,0,39,62,0,0
216,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420b.28m.asd                 No-OAR,0,39,63,0,0
217,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,220420c.20m.asd                 No-OAR,0,39,64,0,0
218,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,Pickleweed_X157_Y148,0,39,65,0,0
219,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,Pickleweed_X166_Y88,0,39,66,0,0
220,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,Pickleweed_X175_Y92,0,39,67,0,0
221,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,Pickleweed_X179_Y140,0,39,68,0,0
222,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,Pickleweed_X198_Y49,0,39,69,0,0
223,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,Uplands_X113_Y71,0,39,70,38,    0.033294
224,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X200_Y49,Uplands_X188_Y50,0,39,71,1,    0.000876
225,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420a.13m.asd                 No-OAR,0,40,56,0,0
226,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420a.15m.asd                 No-OAR,0,40,57,0,0
227,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420a.16m.asd                 No-OAR,0,40,58,0,0
228,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,0,40,59,0,0
229,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420b.20m.asd                 No-OAR,0,40,60,0,0
230,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420b.24m.asd                 No-OAR,0,40,61,0,0
231,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,0,40,62,0,0
232,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420b.28m.asd                 No-OAR,0,40,63,0,0
233,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,220420c.20m.asd                 No-OAR,0,40,64,0,0
234,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,Pickleweed_X157_Y148,0,40,65,0,0
235,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,Pickleweed_X166_Y88,0,40,66,0,0
236,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,Pickleweed_X175_Y92,0,40,67,0,0
237,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,Pickleweed_X179_Y140,0,40,68,1,    0.000876
238,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,Pickleweed_X198_Y49,0,40,69,2,    0.001752
239,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,Uplands_X113_Y71,0,40,70,56,    0.049065
240,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X203_Y175,Uplands_X188_Y50,0,40,71,1,    0.000876
241,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420a.13m.asd                 No-OAR,0,41,56,0,0
242,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420a.15m.asd                 No-OAR,0,41,57,0,0
243,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420a.16m.asd                 No-OAR,0,41,58,0,0
244,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,0,41,59,0,0
245,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420b.20m.asd                 No-OAR,0,41,60,0,0
246,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420b.24m.asd                 No-OAR,0,41,61,0,0
247,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,0,41,62,0,0
248,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420b.28m.asd                 No-OAR,0,41,63,0,0
249,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,220420c.20m.asd                 No-OAR,0,41,64,1,    0.000876
250,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,Pickleweed_X157_Y148,0,41,65,0,0
251,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,Pickleweed_X166_Y88,0,41,66,0,0
252,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,Pickleweed_X175_Y92,0,41,67,0,0
253,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,Pickleweed_X179_Y140,0,41,68,0,0
254,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,Pickleweed_X198_Y49,0,41,69,0,0
255,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,Uplands_X113_Y71,0,41,70,30,    0.026285
256,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X215_Y163,Uplands_X188_Y50,0,41,71,0,0
257,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420a.13m.asd                 No-OAR,0,42,56,0,0
258,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420a.15m.asd                 No-OAR,0,42,57,0,0
259,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420a.16m.asd                 No-OAR,0,42,58,1,    0.000876
260,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420b.20m.asd                 No-OAR,0,42,59,0,0
261,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420b.20m.asd                 No-OAR,0,42,60,0,0
262,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420b.24m.asd                 No-OAR,0,42,61,0,0
263,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420b.28m.asd                 No-OAR,0,42,62,0,0
264,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420b.28m.asd                 No-OAR,0,42,63,0,0
265,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,220420c.20m.asd                 No-OAR,0,42,64,2,    0.001752
266,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,Pickleweed_X157_Y148,0,42,65,0,0
267,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,Pickleweed_X166_Y88,0,42,66,9,    0.007885
268,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,Pickleweed_X175_Y92,0,42,67,0,0
269,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,Pickleweed_X179_Y140,0,42,68,0,0
270,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,Pickleweed_X198_Y49,0,42,69,0,0
271,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,Uplands_X113_Y71,0,42,70,3,    0.002628
272,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Pickleweed_X217_Y163,Uplands_X188_Y50,0,42,71,1,    0.000876
273,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420a.13m.asd                 No-OAR,0,46,56,0,0
274,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420a.15m.asd                 No-OAR,0,46,57,1,    0.000876
275,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420a.16m.asd                 No-OAR,0,46,58,0,0
276,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420b.20m.asd                 No-OAR,0,46,59,0,0
277,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420b.20m.asd                 No-OAR,0,46,60,0,0
278,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420b.24m.asd                 No-OAR,0,46,61,9,    0.007885
279,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420b.28m.asd                 No-OAR,0,46,62,2,    0.001752
280,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420b.28m.asd                 No-OAR,0,46,63,0,0
281,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,220420c.20m.asd                 No-OAR,0,46,64,1,    0.000876
282,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,Pickleweed_X157_Y148,0,46,65,7,    0.006133
283,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,Pickleweed_X166_Y88,0,46,66,1,    0.000876
284,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,Pickleweed_X175_Y92,0,46,67,16,    0.014019
285,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,Pickleweed_X179_Y140,0,46,68,39,    0.034170
286,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,Pickleweed_X198_Y49,0,46,69,64,    0.056074
287,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,Uplands_X113_Y71,0,46,70,351,    0.307533
288,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y171,Uplands_X188_Y50,0,46,71,46,    0.040304
289,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420a.13m.asd                 No-OAR,0,47,56,0,0
290,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420a.15m.asd                 No-OAR,0,47,57,4,    0.003505
291,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420a.16m.asd                 No-OAR,0,47,58,0,0
292,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420b.20m.asd                 No-OAR,0,47,59,0,0
293,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420b.20m.asd                 No-OAR,0,47,60,0,0
294,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420b.24m.asd                 No-OAR,0,47,61,0,0
295,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420b.28m.asd                 No-OAR,0,47,62,0,0
296,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420b.28m.asd                 No-OAR,0,47,63,0,0
297,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,220420c.20m.asd                 No-OAR,0,47,64,1,    0.000876
298,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,Pickleweed_X157_Y148,0,47,65,0,0
299,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,Pickleweed_X166_Y88,0,47,66,0,0
300,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,Pickleweed_X175_Y92,0,47,67,0,0
301,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,Pickleweed_X179_Y140,0,47,68,0,0
302,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,Pickleweed_X198_Y49,0,47,69,0,0
303,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,Uplands_X113_Y71,0,47,70,0,0
304,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X143_Y81,Uplands_X188_Y50,0,47,71,0,0
305,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420a.13m.asd                 No-OAR,0,49,56,0,0
306,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420a.15m.asd                 No-OAR,0,49,57,0,0
307,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420a.16m.asd                 No-OAR,0,49,58,0,0
308,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420b.20m.asd                 No-OAR,0,49,59,0,0
309,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420b.20m.asd                 No-OAR,0,49,60,0,0
310,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420b.24m.asd                 No-OAR,0,49,61,0,0
311,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420b.28m.asd                 No-OAR,0,49,62,0,0
312,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420b.28m.asd                 No-OAR,0,49,63,0,0
313,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,220420c.20m.asd                 No-OAR,0,49,64,0,0
314,3,BARE SOIL-GREEN VEG-NPV,220420c.22m.asd                 No-OAR,Uplands_X166_Y52,Pickleweed_X157_Y148,0,49,65,3,    0.002628
