Model#,#EM,Model,ALGAE/WATER,BARE SOIL,PICKLEWEED,SHALLOW WATER,UPLANDS,WATER,ALGAE/WATER_lib#,BARE SOIL_lib#,PICKLEWEED_lib#,SHALLOW WATER_lib#,UPLANDS_lib#,WATER_lib#,#pixels,%pixels
838,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X203_Y211,,Water_X198_Y103,3,,,26,,38,0,0
839,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X203_Y211,,Water_X174_Y193,3,,,26,,39,0,0
840,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X202_Y211,,Water_X199_Y103,3,,,27,,36,0,0
841,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X202_Y211,,Water_X210_Y122,3,,,27,,37,0,0
842,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X202_Y211,,Water_X198_Y103,3,,,27,,38,0,0
843,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X202_Y211,,Water_X174_Y193,3,,,27,,39,0,0
844,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y59,,Water_X199_Y103,3,,,28,,36,0,0
845,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y59,,Water_X210_Y122,3,,,28,,37,0,0
846,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y59,,Water_X198_Y103,3,,,28,,38,0,0
847,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y59,,Water_X174_Y193,3,,,28,,39,0,0
848,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y60,,Water_X199_Y103,3,,,29,,36,0,0
849,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y60,,Water_X210_Y122,3,,,29,,37,0,0
850,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y60,,Water_X198_Y103,3,,,29,,38,0,0
851,3,ALGAE/WATER-SHALLOW WATER-WATER,Algae/Water_X172_Y224,,,ShallowWater_X200_Y60,,Water_X174_Y193,3,,,29,,39,0,0
852,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X143_Y104,Water_X199_Y103,0,,,,33,36,0,0
853,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X143_Y104,Water_X210_Y122,0,,,,33,37,0,0
854,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X143_Y104,Water_X198_Y103,0,,,,33,38,0,0
855,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X143_Y104,Water_X174_Y193,0,,,,33,39,0,0
856,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X232_Y23,Water_X199_Y103,0,,,,34,36,0,0
857,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X232_Y23,Water_X210_Y122,0,,,,34,37,0,0
858,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X232_Y23,Water_X198_Y103,0,,,,34,38,0,0
859,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X232_Y23,Water_X174_Y193,0,,,,34,39,0,0
860,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X233_Y22,Water_X199_Y103,0,,,,35,36,0,0
861,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X233_Y22,Water_X210_Y122,0,,,,35,37,0,0
862,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X233_Y22,Water_X198_Y103,0,,,,35,38,0,0
863,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X177_Y217,,,,Uplands_X233_Y22,Water_X174_Y193,0,,,,35,39,0,0
864,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X143_Y104,Water_X199_Y103,1,,,,33,36,0,0
865,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X143_Y104,Water_X210_Y122,1,,,,33,37,0,0
866,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X143_Y104,Water_X198_Y103,1,,,,33,38,0,0
867,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X143_Y104,Water_X174_Y193,1,,,,33,39,0,0
868,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X232_Y23,Water_X199_Y103,1,,,,34,36,0,0
869,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X232_Y23,Water_X210_Y122,1,,,,34,37,0,0
870,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X232_Y23,Water_X198_Y103,1,,,,34,38,0,0
871,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X232_Y23,Water_X174_Y193,1,,,,34,39,0,0
872,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X233_Y22,Water_X199_Y103,1,,,,35,36,0,0
873,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X233_Y22,Water_X210_Y122,1,,,,35,37,0,0
874,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X233_Y22,Water_X198_Y103,1,,,,35,38,0,0
875,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X176_Y217,,,,Uplands_X233_Y22,Water_X174_Y193,1,,,,35,39,0,0
876,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X143_Y104,Water_X199_Y103,2,,,,33,36,0,0
877,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X143_Y104,Water_X210_Y122,2,,,,33,37,0,0
878,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X143_Y104,Water_X198_Y103,2,,,,33,38,0,0
879,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X143_Y104,Water_X174_Y193,2,,,,33,39,0,0
880,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X232_Y23,Water_X199_Y103,2,,,,34,36,0,0
881,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X232_Y23,Water_X210_Y122,2,,,,34,37,0,0
882,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X232_Y23,Water_X198_Y103,2,,,,34,38,0,0
883,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X232_Y23,Water_X174_Y193,2,,,,34,39,0,0
884,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X233_Y22,Water_X199_Y103,2,,,,35,36,0,0
885,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X233_Y22,Water_X210_Y122,2,,,,35,37,0,0
886,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X233_Y22,Water_X198_Y103,2,,,,35,38,0,0
887,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X171_Y224,,,,Uplands_X233_Y22,Water_X174_Y193,2,,,,35,39,0,0
888,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X143_Y104,Water_X199_Y103,3,,,,33,36,0,0
889,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X143_Y104,Water_X210_Y122,3,,,,33,37,0,0
890,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X143_Y104,Water_X198_Y103,3,,,,33,38,0,0
891,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X143_Y104,Water_X174_Y193,3,,,,33,39,0,0
892,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X232_Y23,Water_X199_Y103,3,,,,34,36,0,0
893,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X232_Y23,Water_X210_Y122,3,,,,34,37,0,0
894,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X232_Y23,Water_X198_Y103,3,,,,34,38,0,0
895,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X232_Y23,Water_X174_Y193,3,,,,34,39,0,0
896,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X233_Y22,Water_X199_Y103,3,,,,35,36,0,0
897,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X233_Y22,Water_X210_Y122,3,,,,35,37,0,0
898,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X233_Y22,Water_X198_Y103,3,,,,35,38,0,0
899,3,ALGAE/WATER-UPLANDS-WATER,Algae/Water_X172_Y224,,,,Uplands_X233_Y22,Water_X174_Y193,3,,,,35,39,0,0
900,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,,,4,21,26,,,0,0
901,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,,,,4,21,27,,,0,0
902,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,,,,4,21,28,,,0,0
903,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,,,,4,21,29,,,0,0
904,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,,,,4,22,26,,,0,0
905,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,,,,4,22,27,,,0,0
906,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,,,4,22,28,,,0,0
907,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,,,,4,22,29,,,0,0
908,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,,,4,23,26,,,0,0
909,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,,,4,23,27,,,0,0
910,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,,,4,23,28,,,0,0
911,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,,,4,23,29,,,0,0
912,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,,,4,24,26,,,0,0
913,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,,,4,24,27,,,0,0
914,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,,,4,24,28,,,0,0
915,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,,,4,24,29,,,0,0
916,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,,,4,25,26,,,0,0
917,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,,,4,25,27,,,0,0
918,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,,,4,25,28,,,0,0
919,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,,,4,25,29,,,0,0
920,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,,,5,21,26,,,0,0
921,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,,,,5,21,27,,,0,0
922,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,,,,5,21,28,,,0,0
923,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,,,,5,21,29,,,0,0
924,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,,,,5,22,26,,,0,0
925,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,,,,5,22,27,,,0,0
926,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,,,5,22,28,,,0,0
927,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,,,,5,22,29,,,0,0
928,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,,,5,23,26,,,0,0
929,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,,,5,23,27,,,0,0
930,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,,,5,23,28,,,0,0
931,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,,,5,23,29,,,0,0
932,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,,,5,24,26,,,0,0
933,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,,,5,24,27,,,0,0
934,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,,,5,24,28,,,0,0
935,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,,,5,24,29,,,0,0
936,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,,,5,25,26,,,0,0
937,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,,,5,25,27,,,0,0
938,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,,,5,25,28,,,0,0
939,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y152,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,,,5,25,29,,,0,0
940,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,,,6,21,26,,,0,0
941,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,,,,6,21,27,,,0,0
942,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,,,,6,21,28,,,0,0
943,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,,,,6,21,29,,,0,0
944,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,,,,6,22,26,,,0,0
945,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,,,,6,22,27,,,0,0
946,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,,,6,22,28,,,0,0
947,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,,,,6,22,29,,,0,0
948,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,,,6,23,26,,,0,0
949,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,,,6,23,27,,,0,0
950,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,,,6,23,28,,,0,0
951,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,,,6,23,29,,,0,0
952,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,,,6,24,26,,,0,0
953,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,,,6,24,27,,,0,0
954,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,,,6,24,28,,,0,0
955,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,,,6,24,29,,,0,0
956,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,,,6,25,26,,,0,0
957,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,,,6,25,27,,,0,0
958,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,,,6,25,28,,,0,0
959,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X203_Y140,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,,,6,25,29,,,0,0
960,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X203_Y211,,,,7,21,26,,,0,0
961,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X202_Y211,,,,7,21,27,,,0,0
962,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y59,,,,7,21,28,,,0,0
963,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.24m.asd                 No-OAR,ShallowWater_X200_Y60,,,,7,21,29,,,0,0
964,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X203_Y211,,,,7,22,26,,,0,0
965,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X202_Y211,,,,7,22,27,,,0,0
966,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y59,,,,7,22,28,,,0,0
967,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.20m.asd                 No-OAR,ShallowWater_X200_Y60,,,,7,22,29,,,0,0
968,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X203_Y211,,,,7,23,26,,,0,0
969,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X202_Y211,,,,7,23,27,,,0,0
970,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y59,,,,7,23,28,,,0,0
971,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X177_Y93,ShallowWater_X200_Y60,,,,7,23,29,,,0,0
972,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X203_Y211,,,,7,24,26,,,0,0
973,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X202_Y211,,,,7,24,27,,,0,0
974,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y59,,,,7,24,28,,,0,0
975,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,Pickleweed_X201_Y50,ShallowWater_X200_Y60,,,,7,24,29,,,0,0
976,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X203_Y211,,,,7,25,26,,,0,0
977,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X202_Y211,,,,7,25,27,,,0,0
978,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y59,,,,7,25,28,,,0,0
979,3,BARE SOIL-PICKLEWEED-SHALLOW WATER,,BareSoil_X178_Y153,220302b.26m.asd                 No-OAR,ShallowWater_X200_Y60,,,,7,25,29,,,0,0
980,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,,Uplands_X143_Y104,,,4,21,,33,,0,0
981,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,,Uplands_X232_Y23,,,4,21,,34,,0,0
982,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.24m.asd                 No-OAR,,Uplands_X233_Y22,,,4,21,,35,,0,0
983,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,,Uplands_X143_Y104,,,4,22,,33,,0,0
984,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,,Uplands_X232_Y23,,,4,22,,34,,0,0
985,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.20m.asd                 No-OAR,,Uplands_X233_Y22,,,4,22,,35,,0,0
986,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,Pickleweed_X177_Y93,,Uplands_X143_Y104,,,4,23,,33,,0,0
987,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,Pickleweed_X177_Y93,,Uplands_X232_Y23,,,4,23,,34,,0,0
988,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,Pickleweed_X177_Y93,,Uplands_X233_Y22,,,4,23,,35,,0,0
989,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,Pickleweed_X201_Y50,,Uplands_X143_Y104,,,4,24,,33,,0,0
990,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,Pickleweed_X201_Y50,,Uplands_X232_Y23,,,4,24,,34,,0,0
991,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,Pickleweed_X201_Y50,,Uplands_X233_Y22,,,4,24,,35,,0,0
992,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,,Uplands_X143_Y104,,,4,25,,33,,0,0
993,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,,Uplands_X232_Y23,,,4,25,,34,,0,0
994,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X179_Y153,220302b.26m.asd                 No-OAR,,Uplands_X233_Y22,,,4,25,,35,,0,0
995,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,,Uplands_X143_Y104,,,5,21,,33,,0,0
996,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,,Uplands_X232_Y23,,,5,21,,34,,0,0
997,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X178_Y152,220302b.24m.asd                 No-OAR,,Uplands_X233_Y22,,,5,21,,35,,0,0
998,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,,Uplands_X143_Y104,,,5,22,,33,,0,0
999,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,,Uplands_X232_Y23,,,5,22,,34,,0,0
1000,3,BARE SOIL-PICKLEWEED-UPLANDS,,BareSoil_X178_Y152,220302b.20m.asd                 No-OAR,,Uplands_X233_Y22,,,5,22,,35,,0,0
